"product_id","product_variant_name","pmi_product_family","pmi_product_category","brand_tier","pack_size","nicotine_format"
"OFF-SU-10004095","CIG-VAR-971490","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004110","CIG-VAR-609721","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004115","CIG-VAR-798992","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004119","CIG-VAR-034807","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004177","CIG-VAR-152973","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004192","CIG-VAR-927375","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004198","CIG-VAR-146554","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004230","CIG-VAR-973519","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-SU-10004231","CIG-VAR-575353","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004236","CIG-VAR-609224","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004244","CIG-VAR-640463","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-SU-10004246","CIG-VAR-296971","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004249","CIG-VAR-446971","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004261","CIG-VAR-375897","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004279","CIG-VAR-542270","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004283","CIG-VAR-498484","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004290","CIG-VAR-155728","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004299","CIG-VAR-698508","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004304","CIG-VAR-544615","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004306","CIG-VAR-437098","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004316","CIG-VAR-423392","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004317","CIG-VAR-859152","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004361","CIG-VAR-727380","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004373","CIG-VAR-044783","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004401","CIG-VAR-297083","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004434","CIG-VAR-060705","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004435","CIG-VAR-974825","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004446","CIG-VAR-446321","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004452","CIG-VAR-128534","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004461","CIG-VAR-798341","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004462","CIG-VAR-284451","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004480","CIG-VAR-786485","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004481","CIG-VAR-850473","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004496","CIG-VAR-796892","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004497","CIG-VAR-752506","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004498","CIG-VAR-163695","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004514","CIG-VAR-796412","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-SU-10004524","CIG-VAR-811647","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-SU-10004575","CIG-VAR-799930","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004589","CIG-VAR-539095","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004627","CIG-VAR-904142","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-SU-10004630","CIG-VAR-867136","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-SU-10004643","CIG-VAR-052610","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004650","CIG-VAR-657588","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004655","CIG-VAR-174007","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004658","CIG-VAR-009657","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004659","CIG-VAR-344578","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004661","CIG-VAR-095463","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004662","CIG-VAR-067991","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004663","CIG-VAR-556217","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004664","CIG-VAR-518942","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004691","CIG-VAR-434632","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-SU-10004696","CIG-VAR-351924","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004705","CIG-VAR-676816","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004711","CIG-VAR-865697","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004727","CIG-VAR-956671","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004737","CIG-VAR-983222","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004762","CIG-VAR-366278","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-SU-10004766","CIG-VAR-046481","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004768","CIG-VAR-153380","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004771","CIG-VAR-822588","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-SU-10004780","CIG-VAR-394649","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004782","CIG-VAR-873540","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004784","CIG-VAR-699492","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-SU-10004791","CIG-VAR-546926","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004794","CIG-VAR-026045","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-SU-10004799","CIG-VAR-517314","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-SU-10004802","CIG-VAR-272135","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004814","CIG-VAR-871363","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-SU-10004818","CIG-VAR-964918","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004822","CIG-VAR-381341","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004846","CIG-VAR-409503","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004848","CIG-VAR-832631","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004872","CIG-VAR-764731","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-SU-10004873","CIG-VAR-075990","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004884","CIG-VAR-312183","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-SU-10004888","CIG-VAR-807813","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-SU-10004899","CIG-VAR-702751","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-SU-10004902","CIG-VAR-741399","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-SU-10004904","CIG-VAR-248011","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-SU-10004911","CIG-VAR-197438","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-SU-10004919","CIG-VAR-953672","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004932","CIG-VAR-121560","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-SU-10004938","CIG-VAR-000662","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-SU-10004980","CIG-VAR-529203","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-TEN-10000025","CIG-VAR-995504","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-TEN-10000360","CIG-VAR-871563","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-TEN-10000433","CIG-VAR-427687","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-TEN-10000703","CIG-VAR-728631","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-TEN-10000766","CIG-VAR-124994","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-TEN-10000794","CIG-VAR-656774","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-TEN-10000827","CIG-VAR-656273","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-TEN-10000894","CIG-VAR-344596","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-TEN-10001031","CIG-VAR-123187","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-TEN-10001129","CIG-VAR-809310","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-TEN-10001160","CIG-VAR-935506","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-TEN-10001480","CIG-VAR-734375","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-TEN-10001585","CIG-VAR-731369","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-TEN-10002065","CIG-VAR-213530","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-TEN-10002817","CIG-VAR-495850","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-TEN-10002835","CIG-VAR-214523","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-TEN-10003089","CIG-VAR-966106","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-TEN-10003127","CIG-VAR-140773","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-TEN-10003148","CIG-VAR-729236","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-TEN-10003211","CIG-VAR-377663","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-TEN-10003948","CIG-VAR-759125","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-TEN-10004194","CIG-VAR-726696","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-TEN-10004210","CIG-VAR-908018","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-TEN-10004270","CIG-VAR-519309","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-WIL-10000146","CIG-VAR-060376","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-WIL-10000164","CIG-VAR-100347","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-WIL-10000390","CIG-VAR-045330","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-WIL-10000604","CIG-VAR-830790","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-WIL-10000777","CIG-VAR-794697","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-WIL-10000979","CIG-VAR-329139","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-WIL-10000986","CIG-VAR-442296","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-WIL-10001069","CIG-VAR-431152","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-WIL-10001495","CIG-VAR-278879","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-WIL-10001801","CIG-VAR-345562","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-WIL-10001889","CIG-VAR-774515","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-WIL-10001979","CIG-VAR-897441","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-WIL-10002153","CIG-VAR-276253","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-WIL-10002233","CIG-VAR-256791","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-WIL-10002593","CIG-VAR-974402","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-WIL-10002772","CIG-VAR-528050","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-WIL-10002787","CIG-VAR-807297","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-WIL-10002947","CIG-VAR-312618","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-WIL-10003299","CIG-VAR-211221","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-WIL-10003308","CIG-VAR-234440","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-WIL-10003532","CIG-VAR-400735","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-WIL-10003774","CIG-VAR-724252","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-WIL-10003933","CIG-VAR-061898","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-WIL-10004697","CIG-VAR-915969","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-XER-10000482","CIG-VAR-322087","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-XER-10000566","CIG-VAR-768026","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-XER-10000641","CIG-VAR-011578","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-XER-10000846","CIG-VAR-461950","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-XER-10001429","CIG-VAR-979136","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-XER-10001454","CIG-VAR-189388","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-XER-10001513","CIG-VAR-220575","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-XER-10001746","CIG-VAR-415442","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-XER-10002256","CIG-VAR-690756","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-XER-10002848","CIG-VAR-493281","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-XER-10002906","CIG-VAR-320569","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-XER-10002982","CIG-VAR-696742","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-XER-10003104","CIG-VAR-817425","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-XER-10003203","CIG-VAR-653573","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-XER-10003300","CIG-VAR-954198","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-XER-10003329","CIG-VAR-832865","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-XER-10003495","CIG-VAR-823890","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-XER-10003600","CIG-VAR-079378","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-XER-10003901","CIG-VAR-664824","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-XER-10004012","CIG-VAR-005256","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-XER-10004042","CIG-VAR-872788","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-XER-10004519","CIG-VAR-679360","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-XER-10004820","CIG-VAR-850539","Cigarettes","Combustible","Premium","20-pack","Combustible"
"TEC-AC-10000007","HTP-VAR-714176","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000023","HTP-VAR-609117","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000025","HTP-VAR-606858","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000051","HTP-VAR-429605","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000053","HTP-VAR-027268","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000057","HTP-VAR-187509","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000086","HTP-VAR-049176","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000089","HTP-VAR-907286","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000097","HTP-VAR-312627","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000109","HTP-VAR-318016","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000110","HTP-VAR-379491","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000111","HTP-VAR-093524","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000115","HTP-VAR-885010","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10000140","HTP-VAR-661542","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000151","HTP-VAR-765780","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000152","HTP-VAR-725517","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000158","HTP-VAR-317948","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000170","HTP-VAR-253382","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000171","HTP-VAR-752357","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000199","HTP-VAR-555607","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000203","HTP-VAR-518970","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000212","HTP-VAR-939564","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000218","HTP-VAR-715096","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10000221","HTP-VAR-775321","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000241","HTP-VAR-048753","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000244","HTP-VAR-073488","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000254","HTP-VAR-703209","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000258","HTP-VAR-205197","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000263","HTP-VAR-703400","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000264","HTP-VAR-958359","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000269","HTP-VAR-905081","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000271","HTP-VAR-322498","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000284","HTP-VAR-575057","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000290","HTP-VAR-063564","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000303","HTP-VAR-988236","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000317","HTP-VAR-870046","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000332","HTP-VAR-602566","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000335","HTP-VAR-051170","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000336","HTP-VAR-016930","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000342","HTP-VAR-389817","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000354","HTP-VAR-404942","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000358","HTP-VAR-909512","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000376","HTP-VAR-076552","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000387","HTP-VAR-233985","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000394","HTP-VAR-560529","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000397","HTP-VAR-592572","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000398","HTP-VAR-872638","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000420","HTP-VAR-333843","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000422","HTP-VAR-294730","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000431","HTP-VAR-854753","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000450","HTP-VAR-133742","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000462","HTP-VAR-110821","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000474","HTP-VAR-647123","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000483","HTP-VAR-507636","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000487","HTP-VAR-246789","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000494","HTP-VAR-835223","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000499","HTP-VAR-135509","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000501","HTP-VAR-931059","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000510","HTP-VAR-252788","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000512","HTP-VAR-649404","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000519","HTP-VAR-557170","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000521","HTP-VAR-959846","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000530","HTP-VAR-857132","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000540","HTP-VAR-844295","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000575","HTP-VAR-786734","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000580","HTP-VAR-117757","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000588","HTP-VAR-918759","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000596","HTP-VAR-707607","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000598","HTP-VAR-491200","Heated Tobacco","Heat-not-burn","Core","20-pack","Heated"
"TEC-AC-10000633","HTP-VAR-750729","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000639","HTP-VAR-248196","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000642","HTP-VAR-595589","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000657","HTP-VAR-652350","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000682","HTP-VAR-346830","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000692","HTP-VAR-699618","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000710","HTP-VAR-560476","Heated Tobacco","Heat-not-burn","Core","20-pack","Heated"
"TEC-AC-10000712","HTP-VAR-509055","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000736","HTP-VAR-021379","Heated Tobacco","Heat-not-burn","Core","30-pack","Heated"
"TEC-AC-10000742","HTP-VAR-442755","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000763","HTP-VAR-686768","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10000766","HTP-VAR-881042","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000815","HTP-VAR-014225","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000827","HTP-VAR-218802","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000844","HTP-VAR-948784","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10000857","HTP-VAR-291559","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000860","HTP-VAR-000513","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000861","HTP-VAR-216725","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10000863","HTP-VAR-504333","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000865","HTP-VAR-940611","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000866","HTP-VAR-323774","Heated Tobacco","Heat-not-burn","Value","30-pack","Heated"
"TEC-AC-10000873","HTP-VAR-718723","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10000883","HTP-VAR-688993","Heated Tobacco","Heat-not-burn","Core","Multi-pack","Heated"
"TEC-AC-10000887","HTP-VAR-823953","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10000890","HTP-VAR-095940","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000892","HTP-VAR-949446","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000896","HTP-VAR-838368","Heated Tobacco","Heat-not-burn","Premium","20-pack","Heated"
"TEC-AC-10000926","HTP-VAR-932443","Heated Tobacco","Heat-not-burn","Core","20-pack","Heated"
"TEC-AC-10000927","HTP-VAR-537573","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10000929","HTP-VAR-976269","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
"TEC-AC-10000957","HTP-VAR-445507","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10000990","HTP-VAR-666086","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10000991","HTP-VAR-269009","Heated Tobacco","Heat-not-burn","Value","20-pack","Heated"
"TEC-AC-10001002","HTP-VAR-981650","Heated Tobacco","Heat-not-burn","Value","10-pack","Heated"
"TEC-AC-10001013","HTP-VAR-709359","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10001022","HTP-VAR-080139","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10001030","HTP-VAR-731523","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10001032","HTP-VAR-848612","Heated Tobacco","Heat-not-burn","Value","Multi-pack","Heated"
"TEC-AC-10001047","HTP-VAR-555390","Heated Tobacco","Heat-not-burn","Premium","Multi-pack","Heated"
"TEC-AC-10001055","HTP-VAR-451092","Heated Tobacco","Heat-not-burn","Premium","30-pack","Heated"
"TEC-AC-10001056","HTP-VAR-977434","Heated Tobacco","Heat-not-burn","Core","10-pack","Heated"
"TEC-AC-10001075","HTP-VAR-810111","Heated Tobacco","Heat-not-burn","Premium","10-pack","Heated"
