operating_country,channel_name,pmi_product_family,brand_tier,weeks,corr_price_volume,corr_price_netrev
Chile,E-Commerce,Oral Nicotine,Core,2,NA,NA
Chile,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Chile,E-Commerce,Oral Nicotine,Value,1,NA,NA
Chile,Key Accounts,Cigarettes,Core,7,NA,NA
Chile,Key Accounts,Cigarettes,Premium,2,NA,NA
Chile,Key Accounts,Cigarettes,Value,8,NA,NA
Chile,Key Accounts,Heated Tobacco,Core,2,NA,NA
Chile,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Chile,Key Accounts,Heated Tobacco,Value,3,NA,NA
Chile,Key Accounts,Oral Nicotine,Core,4,NA,NA
Chile,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Chile,Key Accounts,Oral Nicotine,Value,1,NA,NA
Chile,Retail,Heated Tobacco,Core,6,NA,NA
Chile,Retail,Heated Tobacco,Premium,7,NA,NA
Chile,Retail,Heated Tobacco,Value,4,NA,NA
Chile,Retail,Oral Nicotine,Core,8,NA,NA
Chile,Retail,Oral Nicotine,Premium,5,NA,NA
Chile,Retail,Oral Nicotine,Value,8,NA,NA
Colombia,E-Commerce,Cigarettes,Premium,8,NA,NA
Colombia,E-Commerce,Heated Tobacco,Core,7,NA,NA
Colombia,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Colombia,E-Commerce,Heated Tobacco,Value,2,NA,NA
Colombia,E-Commerce,Oral Nicotine,Core,2,NA,NA
Colombia,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Colombia,E-Commerce,Oral Nicotine,Value,5,NA,NA
Colombia,Key Accounts,Heated Tobacco,Core,6,NA,NA
Colombia,Key Accounts,Heated Tobacco,Premium,6,NA,NA
Colombia,Key Accounts,Heated Tobacco,Value,8,NA,NA
Colombia,Key Accounts,Oral Nicotine,Core,7,NA,NA
Colombia,Key Accounts,Oral Nicotine,Premium,7,NA,NA
Colombia,Key Accounts,Oral Nicotine,Value,4,NA,NA
Cote d'Ivoire,E-Commerce,Cigarettes,Core,5,NA,NA
Cote d'Ivoire,E-Commerce,Cigarettes,Premium,6,NA,NA
Cote d'Ivoire,E-Commerce,Cigarettes,Value,2,NA,NA
Cote d'Ivoire,E-Commerce,Heated Tobacco,Core,1,NA,NA
Cote d'Ivoire,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Cote d'Ivoire,E-Commerce,Heated Tobacco,Value,1,NA,NA
Cote d'Ivoire,E-Commerce,Oral Nicotine,Core,2,NA,NA
Cote d'Ivoire,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Cote d'Ivoire,E-Commerce,Oral Nicotine,Value,2,NA,NA
Cote d'Ivoire,Key Accounts,Cigarettes,Core,9,NA,NA
Cote d'Ivoire,Key Accounts,Cigarettes,Premium,6,NA,NA
Cote d'Ivoire,Key Accounts,Cigarettes,Value,2,NA,NA
Cote d'Ivoire,Key Accounts,Heated Tobacco,Core,2,NA,NA
Cote d'Ivoire,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Cote d'Ivoire,Key Accounts,Heated Tobacco,Value,2,NA,NA
Cote d'Ivoire,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Cote d'Ivoire,Key Accounts,Oral Nicotine,Value,1,NA,NA
Cote d'Ivoire,Retail,Cigarettes,Core,7,NA,NA
Cote d'Ivoire,Retail,Cigarettes,Premium,8,NA,NA
Cote d'Ivoire,Retail,Cigarettes,Value,6,NA,NA
Cote d'Ivoire,Retail,Heated Tobacco,Core,5,NA,NA
Cote d'Ivoire,Retail,Heated Tobacco,Premium,2,NA,NA
Cote d'Ivoire,Retail,Heated Tobacco,Value,5,NA,NA
Cote d'Ivoire,Retail,Oral Nicotine,Core,3,NA,NA
Cote d'Ivoire,Retail,Oral Nicotine,Premium,1,NA,NA
Cote d'Ivoire,Retail,Oral Nicotine,Value,6,NA,NA
Croatia,E-Commerce,Cigarettes,Core,1,NA,NA
Croatia,E-Commerce,Cigarettes,Premium,1,NA,NA
Croatia,E-Commerce,Cigarettes,Value,1,NA,NA
Croatia,Key Accounts,Cigarettes,Core,2,NA,NA
Croatia,Key Accounts,Cigarettes,Premium,4,NA,NA
Croatia,Key Accounts,Cigarettes,Value,3,NA,NA
Croatia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Croatia,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Croatia,Retail,Cigarettes,Core,4,NA,NA
Croatia,Retail,Cigarettes,Premium,4,NA,NA
Croatia,Retail,Cigarettes,Value,2,NA,NA
Croatia,Retail,Heated Tobacco,Premium,1,NA,NA
Croatia,Retail,Heated Tobacco,Value,2,NA,NA
Croatia,Retail,Oral Nicotine,Core,1,NA,NA
Croatia,Retail,Oral Nicotine,Value,1,NA,NA
Cuba,E-Commerce,Heated Tobacco,Core,7,NA,NA
Cuba,E-Commerce,Heated Tobacco,Premium,6,NA,NA
Cuba,E-Commerce,Heated Tobacco,Value,7,NA,NA
Cuba,E-Commerce,Oral Nicotine,Core,8,NA,NA
Cuba,E-Commerce,Oral Nicotine,Premium,8,NA,NA
Cuba,E-Commerce,Oral Nicotine,Value,7,NA,NA
Czech Republic,E-Commerce,Cigarettes,Core,6,NA,NA
Czech Republic,E-Commerce,Cigarettes,Premium,3,NA,NA
Czech Republic,E-Commerce,Cigarettes,Value,2,NA,NA
Czech Republic,E-Commerce,Heated Tobacco,Core,2,NA,NA
Czech Republic,E-Commerce,Oral Nicotine,Value,1,NA,NA
Czech Republic,Key Accounts,Cigarettes,Core,3,NA,NA
Czech Republic,Key Accounts,Cigarettes,Premium,5,NA,NA
Czech Republic,Key Accounts,Cigarettes,Value,5,NA,NA
Czech Republic,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Czech Republic,Key Accounts,Oral Nicotine,Value,2,NA,NA
Czech Republic,Retail,Cigarettes,Core,4,NA,NA
Czech Republic,Retail,Cigarettes,Premium,6,NA,NA
Czech Republic,Retail,Cigarettes,Value,7,NA,NA
Czech Republic,Retail,Heated Tobacco,Core,3,NA,NA
Czech Republic,Retail,Heated Tobacco,Premium,1,NA,NA
Czech Republic,Retail,Heated Tobacco,Value,1,NA,NA
Czech Republic,Retail,Oral Nicotine,Core,2,NA,NA
Czech Republic,Retail,Oral Nicotine,Premium,2,NA,NA
Czech Republic,Retail,Oral Nicotine,Value,2,NA,NA
Democratic Republic of the Congo,E-Commerce,Cigarettes,Premium,9,NA,NA
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Core,3,NA,NA
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Premium,5,NA,NA
Democratic Republic of the Congo,E-Commerce,Heated Tobacco,Value,5,NA,NA
Democratic Republic of the Congo,E-Commerce,Oral Nicotine,Core,2,NA,NA
Democratic Republic of the Congo,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Democratic Republic of the Congo,E-Commerce,Oral Nicotine,Value,5,NA,NA
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Core,6,NA,NA
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Value,8,NA,NA
Democratic Republic of the Congo,Key Accounts,Oral Nicotine,Core,1,NA,NA
Democratic Republic of the Congo,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Democratic Republic of the Congo,Retail,Heated Tobacco,Core,9,NA,NA
Democratic Republic of the Congo,Retail,Oral Nicotine,Core,6,NA,NA
Democratic Republic of the Congo,Retail,Oral Nicotine,Value,8,NA,NA
Denmark,E-Commerce,Cigarettes,Core,1,NA,NA
Denmark,E-Commerce,Cigarettes,Value,2,NA,NA
Denmark,Key Accounts,Cigarettes,Core,1,NA,NA
Denmark,Key Accounts,Cigarettes,Premium,3,NA,NA
Denmark,Key Accounts,Cigarettes,Value,3,NA,NA
Denmark,Key Accounts,Heated Tobacco,Core,1,NA,NA
Denmark,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Denmark,Key Accounts,Oral Nicotine,Core,1,NA,NA
Denmark,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Denmark,Retail,Cigarettes,Core,8,NA,NA
Denmark,Retail,Cigarettes,Premium,4,NA,NA
Denmark,Retail,Heated Tobacco,Core,3,NA,NA
Denmark,Retail,Heated Tobacco,Premium,3,NA,NA
Denmark,Retail,Heated Tobacco,Value,2,NA,NA
Denmark,Retail,Oral Nicotine,Core,2,NA,NA
Denmark,Retail,Oral Nicotine,Premium,1,NA,NA
Denmark,Retail,Oral Nicotine,Value,3,NA,NA
Djibouti,E-Commerce,Cigarettes,Value,1,NA,NA
Djibouti,E-Commerce,Heated Tobacco,Value,1,NA,NA
Djibouti,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Djibouti,Key Accounts,Cigarettes,Core,1,NA,NA
Djibouti,Key Accounts,Cigarettes,Premium,1,NA,NA
Djibouti,Key Accounts,Cigarettes,Value,1,NA,NA
Djibouti,Retail,Cigarettes,Core,1,NA,NA
Djibouti,Retail,Cigarettes,Premium,2,NA,NA
Djibouti,Retail,Cigarettes,Value,1,NA,NA
Dominican Republic,E-Commerce,Heated Tobacco,Core,6,NA,NA
Dominican Republic,E-Commerce,Heated Tobacco,Premium,8,NA,NA
Dominican Republic,E-Commerce,Oral Nicotine,Premium,8,NA,NA
Ecuador,E-Commerce,Cigarettes,Core,1,NA,NA
Ecuador,E-Commerce,Cigarettes,Premium,1,NA,NA
Ecuador,E-Commerce,Heated Tobacco,Core,2,NA,NA
Ecuador,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Ecuador,E-Commerce,Oral Nicotine,Value,1,NA,NA
Ecuador,Key Accounts,Cigarettes,Core,3,NA,NA
Ecuador,Key Accounts,Cigarettes,Premium,1,NA,NA
Ecuador,Key Accounts,Cigarettes,Value,4,NA,NA
Ecuador,Key Accounts,Heated Tobacco,Core,1,NA,NA
Ecuador,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Ecuador,Key Accounts,Oral Nicotine,Core,1,NA,NA
Ecuador,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Ecuador,Key Accounts,Oral Nicotine,Value,2,NA,NA
Ecuador,Retail,Cigarettes,Core,5,NA,NA
Ecuador,Retail,Cigarettes,Premium,6,NA,NA
Ecuador,Retail,Cigarettes,Value,2,NA,NA
Ecuador,Retail,Heated Tobacco,Premium,3,NA,NA
Ecuador,Retail,Heated Tobacco,Value,2,NA,NA
Ecuador,Retail,Oral Nicotine,Core,4,NA,NA
Ecuador,Retail,Oral Nicotine,Premium,2,NA,NA
Egypt,E-Commerce,Heated Tobacco,Core,3,NA,NA
Egypt,E-Commerce,Heated Tobacco,Premium,7,NA,NA
Egypt,E-Commerce,Heated Tobacco,Value,2,NA,NA
Egypt,E-Commerce,Oral Nicotine,Core,3,NA,NA
Egypt,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Egypt,E-Commerce,Oral Nicotine,Value,6,NA,NA
Egypt,Key Accounts,Heated Tobacco,Core,8,NA,NA
Egypt,Key Accounts,Heated Tobacco,Premium,8,NA,NA
Egypt,Key Accounts,Heated Tobacco,Value,5,NA,NA
Egypt,Key Accounts,Oral Nicotine,Core,7,NA,NA
Egypt,Key Accounts,Oral Nicotine,Premium,3,NA,NA
Egypt,Key Accounts,Oral Nicotine,Value,4,NA,NA
El Salvador,E-Commerce,Heated Tobacco,Core,6,NA,NA
El Salvador,E-Commerce,Heated Tobacco,Premium,4,NA,NA
El Salvador,E-Commerce,Heated Tobacco,Value,6,NA,NA
El Salvador,E-Commerce,Oral Nicotine,Core,6,NA,NA
El Salvador,E-Commerce,Oral Nicotine,Value,8,NA,NA
Equatorial Guinea,Retail,Cigarettes,Core,1,NA,NA
Equatorial Guinea,Retail,Cigarettes,Value,1,NA,NA
Equatorial Guinea,Retail,Heated Tobacco,Value,1,NA,NA
Eritrea,Key Accounts,Cigarettes,Premium,1,NA,NA
Eritrea,Key Accounts,Heated Tobacco,Value,1,NA,NA
Estonia,Key Accounts,Cigarettes,Core,3,NA,NA
Estonia,Key Accounts,Cigarettes,Premium,1,NA,NA
Estonia,Key Accounts,Cigarettes,Value,1,NA,NA
Estonia,Key Accounts,Heated Tobacco,Value,1,NA,NA
Estonia,Key Accounts,Oral Nicotine,Core,1,NA,NA
Estonia,Key Accounts,Oral Nicotine,Value,4,NA,NA
Estonia,Retail,Cigarettes,Premium,1,NA,NA
Estonia,Retail,Oral Nicotine,Core,1,NA,NA
Ethiopia,E-Commerce,Cigarettes,Value,1,NA,NA
Ethiopia,E-Commerce,Heated Tobacco,Core,1,NA,NA
Ethiopia,Key Accounts,Cigarettes,Core,1,NA,NA
Ethiopia,Retail,Cigarettes,Core,1,NA,NA
Ethiopia,Retail,Cigarettes,Premium,1,NA,NA
Ethiopia,Retail,Cigarettes,Value,1,NA,NA
Finland,E-Commerce,Cigarettes,Premium,1,NA,NA
Finland,E-Commerce,Cigarettes,Value,2,NA,NA
Finland,E-Commerce,Oral Nicotine,Core,1,NA,NA
Finland,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Finland,E-Commerce,Oral Nicotine,Value,2,NA,NA
Finland,Key Accounts,Cigarettes,Core,2,NA,NA
Finland,Key Accounts,Cigarettes,Premium,2,NA,NA
Finland,Key Accounts,Cigarettes,Value,3,NA,NA
Finland,Key Accounts,Heated Tobacco,Value,2,NA,NA
Finland,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Finland,Key Accounts,Oral Nicotine,Value,4,NA,NA
Finland,Retail,Cigarettes,Core,6,NA,NA
Finland,Retail,Cigarettes,Premium,6,NA,NA
Finland,Retail,Cigarettes,Value,6,NA,NA
Finland,Retail,Heated Tobacco,Core,3,NA,NA
Finland,Retail,Heated Tobacco,Premium,4,NA,NA
Finland,Retail,Heated Tobacco,Value,1,NA,NA
Finland,Retail,Oral Nicotine,Core,2,NA,NA
Finland,Retail,Oral Nicotine,Premium,4,NA,NA
Finland,Retail,Oral Nicotine,Value,1,NA,NA
Gabon,Key Accounts,Cigarettes,Premium,1,NA,NA
Gabon,Key Accounts,Cigarettes,Value,1,NA,NA
Gabon,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Gabon,Retail,Cigarettes,Core,1,NA,NA
Gabon,Retail,Cigarettes,Premium,1,NA,NA
Gabon,Retail,Cigarettes,Value,2,NA,NA
Gabon,Retail,Heated Tobacco,Core,1,NA,NA
Georgia,E-Commerce,Cigarettes,Core,1,NA,NA
Georgia,E-Commerce,Cigarettes,Premium,2,NA,NA
Georgia,Key Accounts,Cigarettes,Core,1,NA,NA
Georgia,Key Accounts,Cigarettes,Premium,4,NA,NA
Georgia,Key Accounts,Cigarettes,Value,3,NA,NA
Georgia,Key Accounts,Heated Tobacco,Core,1,NA,NA
Georgia,Retail,Cigarettes,Core,1,NA,NA
Georgia,Retail,Cigarettes,Premium,5,NA,NA
Georgia,Retail,Cigarettes,Value,5,NA,NA
Georgia,Retail,Heated Tobacco,Premium,1,NA,NA
Georgia,Retail,Heated Tobacco,Value,3,NA,NA
Georgia,Retail,Oral Nicotine,Core,1,NA,NA
Georgia,Retail,Oral Nicotine,Premium,1,NA,NA
Georgia,Retail,Oral Nicotine,Value,1,NA,NA
Ghana,E-Commerce,Cigarettes,Core,5,NA,NA
Ghana,E-Commerce,Cigarettes,Premium,2,NA,NA
Ghana,E-Commerce,Cigarettes,Value,3,NA,NA
Ghana,E-Commerce,Heated Tobacco,Core,3,NA,NA
Ghana,E-Commerce,Heated Tobacco,Value,3,NA,NA
Ghana,Key Accounts,Cigarettes,Core,6,NA,NA
Ghana,Key Accounts,Cigarettes,Premium,5,NA,NA
Ghana,Key Accounts,Cigarettes,Value,2,NA,NA
Ghana,Key Accounts,Heated Tobacco,Core,3,NA,NA
Ghana,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Ghana,Key Accounts,Heated Tobacco,Value,2,NA,NA
Ghana,Key Accounts,Oral Nicotine,Core,4,NA,NA
Ghana,Retail,Heated Tobacco,Core,5,NA,NA
Ghana,Retail,Heated Tobacco,Premium,4,NA,NA
Ghana,Retail,Heated Tobacco,Value,4,NA,NA
Ghana,Retail,Oral Nicotine,Core,2,NA,NA
Ghana,Retail,Oral Nicotine,Premium,3,NA,NA
Guadeloupe,E-Commerce,Cigarettes,Core,1,NA,NA
Guadeloupe,E-Commerce,Cigarettes,Value,1,NA,NA
Guadeloupe,E-Commerce,Oral Nicotine,Core,1,NA,NA
Guadeloupe,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Guadeloupe,E-Commerce,Oral Nicotine,Value,1,NA,NA
Guadeloupe,Retail,Heated Tobacco,Core,1,NA,NA
Guadeloupe,Retail,Oral Nicotine,Premium,1,NA,NA
Guadeloupe,Retail,Oral Nicotine,Value,1,NA,NA
Guatemala,E-Commerce,Cigarettes,Core,8,NA,NA
Guatemala,E-Commerce,Heated Tobacco,Core,8,NA,NA
Guatemala,E-Commerce,Heated Tobacco,Premium,6,NA,NA
Guatemala,E-Commerce,Oral Nicotine,Core,8,NA,NA
Guatemala,Key Accounts,Heated Tobacco,Core,9,NA,NA
Guatemala,Key Accounts,Heated Tobacco,Premium,3,NA,NA
Guatemala,Key Accounts,Oral Nicotine,Core,8,NA,NA
Guatemala,Key Accounts,Oral Nicotine,Premium,8,NA,NA
Guinea,E-Commerce,Cigarettes,Core,1,NA,NA
Guinea,Key Accounts,Cigarettes,Premium,1,NA,NA
Guinea,Key Accounts,Cigarettes,Value,2,NA,NA
Guinea,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Guinea,Retail,Cigarettes,Core,1,NA,NA
Guinea,Retail,Cigarettes,Premium,3,NA,NA
Guinea,Retail,Cigarettes,Value,3,NA,NA
Guinea,Retail,Heated Tobacco,Core,1,NA,NA
Guinea,Retail,Heated Tobacco,Value,1,NA,NA
Guinea-Bissau,E-Commerce,Cigarettes,Core,1,NA,NA
Guinea-Bissau,E-Commerce,Cigarettes,Premium,2,NA,NA
Guinea-Bissau,E-Commerce,Cigarettes,Value,1,NA,NA
Guinea-Bissau,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Guinea-Bissau,E-Commerce,Heated Tobacco,Value,1,NA,NA
Guinea-Bissau,Retail,Cigarettes,Premium,1,NA,NA
Guinea-Bissau,Retail,Heated Tobacco,Core,1,NA,NA
Guinea-Bissau,Retail,Heated Tobacco,Value,1,NA,NA
Haiti,E-Commerce,Cigarettes,Core,3,NA,NA
Haiti,E-Commerce,Cigarettes,Premium,1,NA,NA
Haiti,E-Commerce,Cigarettes,Value,1,NA,NA
Haiti,E-Commerce,Heated Tobacco,Core,1,NA,NA
Haiti,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Haiti,E-Commerce,Oral Nicotine,Core,1,NA,NA
Haiti,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Haiti,Key Accounts,Cigarettes,Core,5,NA,NA
Haiti,Key Accounts,Cigarettes,Premium,6,NA,NA
Haiti,Key Accounts,Cigarettes,Value,8,NA,NA
Haiti,Key Accounts,Heated Tobacco,Core,1,NA,NA
Haiti,Key Accounts,Heated Tobacco,Premium,2,NA,NA
Haiti,Key Accounts,Heated Tobacco,Value,2,NA,NA
Haiti,Key Accounts,Oral Nicotine,Core,1,NA,NA
Haiti,Key Accounts,Oral Nicotine,Premium,4,NA,NA
Haiti,Key Accounts,Oral Nicotine,Value,3,NA,NA
Haiti,Retail,Cigarettes,Core,8,NA,NA
Haiti,Retail,Cigarettes,Premium,7,NA,NA
Haiti,Retail,Cigarettes,Value,4,NA,NA
Haiti,Retail,Heated Tobacco,Core,5,NA,NA
Haiti,Retail,Heated Tobacco,Premium,1,NA,NA
Haiti,Retail,Heated Tobacco,Value,2,NA,NA
Haiti,Retail,Oral Nicotine,Core,4,NA,NA
Haiti,Retail,Oral Nicotine,Premium,6,NA,NA
Haiti,Retail,Oral Nicotine,Value,4,NA,NA
Honduras,E-Commerce,Heated Tobacco,Core,5,NA,NA
Honduras,E-Commerce,Heated Tobacco,Value,8,NA,NA
Honduras,E-Commerce,Oral Nicotine,Core,8,NA,NA
Honduras,E-Commerce,Oral Nicotine,Value,9,NA,NA
Hong Kong,E-Commerce,Cigarettes,Core,1,NA,NA
Hong Kong,E-Commerce,Cigarettes,Premium,2,NA,NA
Hong Kong,E-Commerce,Heated Tobacco,Core,1,NA,NA
Hong Kong,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Hong Kong,Retail,Cigarettes,Core,3,NA,NA
Hong Kong,Retail,Cigarettes,Premium,2,NA,NA
Hong Kong,Retail,Cigarettes,Value,2,NA,NA
Hong Kong,Retail,Heated Tobacco,Core,1,NA,NA
Hong Kong,Retail,Heated Tobacco,Value,1,NA,NA
Hong Kong,Retail,Oral Nicotine,Premium,1,NA,NA
Hong Kong,Retail,Oral Nicotine,Value,1,NA,NA
Hungary,E-Commerce,Cigarettes,Core,3,NA,NA
Hungary,E-Commerce,Cigarettes,Premium,2,NA,NA
Hungary,E-Commerce,Cigarettes,Value,2,NA,NA
Hungary,E-Commerce,Heated Tobacco,Core,1,NA,NA
Hungary,E-Commerce,Heated Tobacco,Premium,3,NA,NA
Hungary,E-Commerce,Heated Tobacco,Value,1,NA,NA
Hungary,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Hungary,Key Accounts,Cigarettes,Core,3,NA,NA
Hungary,Key Accounts,Cigarettes,Premium,3,NA,NA
Hungary,Key Accounts,Cigarettes,Value,4,NA,NA
Hungary,Key Accounts,Heated Tobacco,Core,2,NA,NA
Hungary,Key Accounts,Heated Tobacco,Value,1,NA,NA
Hungary,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Hungary,Key Accounts,Oral Nicotine,Value,2,NA,NA
Hungary,Retail,Cigarettes,Core,8,NA,NA
Hungary,Retail,Cigarettes,Premium,7,NA,NA
Hungary,Retail,Cigarettes,Value,7,NA,NA
Hungary,Retail,Heated Tobacco,Core,2,NA,NA
Hungary,Retail,Heated Tobacco,Premium,1,NA,NA
Hungary,Retail,Oral Nicotine,Core,1,NA,NA
Indonesia,E-Commerce,Heated Tobacco,Value,9,NA,NA
Iran,E-Commerce,Heated Tobacco,Core,7,NA,NA
Iran,E-Commerce,Heated Tobacco,Premium,6,NA,NA
Iran,E-Commerce,Heated Tobacco,Value,1,NA,NA
Iran,E-Commerce,Oral Nicotine,Core,5,NA,NA
Iran,E-Commerce,Oral Nicotine,Premium,4,NA,NA
Iran,E-Commerce,Oral Nicotine,Value,8,NA,NA
Iran,Key Accounts,Heated Tobacco,Premium,8,NA,NA
Iran,Key Accounts,Heated Tobacco,Value,7,NA,NA
Iran,Key Accounts,Oral Nicotine,Core,8,NA,NA
Iran,Key Accounts,Oral Nicotine,Premium,8,NA,NA
Iran,Key Accounts,Oral Nicotine,Value,8,NA,NA
Iraq,E-Commerce,Heated Tobacco,Core,1,NA,NA
Iraq,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Iraq,E-Commerce,Heated Tobacco,Value,2,NA,NA
Iraq,E-Commerce,Oral Nicotine,Core,5,NA,NA
Iraq,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Iraq,E-Commerce,Oral Nicotine,Value,4,NA,NA
Iraq,Key Accounts,Heated Tobacco,Core,6,NA,NA
Iraq,Key Accounts,Heated Tobacco,Premium,6,NA,NA
Iraq,Key Accounts,Oral Nicotine,Core,6,NA,NA
Iraq,Key Accounts,Oral Nicotine,Premium,6,NA,NA
Iraq,Key Accounts,Oral Nicotine,Value,4,NA,NA
Ireland,E-Commerce,Cigarettes,Core,5,NA,NA
Ireland,E-Commerce,Cigarettes,Premium,4,NA,NA
Ireland,E-Commerce,Cigarettes,Value,3,NA,NA
Ireland,E-Commerce,Heated Tobacco,Core,2,NA,NA
Ireland,E-Commerce,Heated Tobacco,Premium,2,NA,NA
Ireland,E-Commerce,Heated Tobacco,Value,1,NA,NA
Ireland,Key Accounts,Cigarettes,Core,4,NA,NA
Ireland,Key Accounts,Cigarettes,Premium,3,NA,NA
Ireland,Key Accounts,Cigarettes,Value,5,NA,NA
Ireland,Key Accounts,Heated Tobacco,Value,1,NA,NA
Ireland,Key Accounts,Oral Nicotine,Core,4,NA,NA
Ireland,Key Accounts,Oral Nicotine,Premium,2,NA,NA
Ireland,Retail,Heated Tobacco,Core,5,NA,NA
Ireland,Retail,Heated Tobacco,Premium,3,NA,NA
Ireland,Retail,Heated Tobacco,Value,5,NA,NA
Ireland,Retail,Oral Nicotine,Core,2,NA,NA
Ireland,Retail,Oral Nicotine,Premium,4,NA,NA
Israel,E-Commerce,Cigarettes,Core,3,NA,NA
Israel,E-Commerce,Cigarettes,Premium,1,NA,NA
Israel,E-Commerce,Cigarettes,Value,4,NA,NA
Israel,E-Commerce,Heated Tobacco,Core,1,NA,NA
Israel,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Israel,E-Commerce,Oral Nicotine,Core,2,NA,NA
Israel,E-Commerce,Oral Nicotine,Value,1,NA,NA
Israel,Key Accounts,Cigarettes,Core,8,NA,NA
Israel,Key Accounts,Cigarettes,Premium,5,NA,NA
Israel,Key Accounts,Cigarettes,Value,7,NA,NA
Israel,Key Accounts,Heated Tobacco,Core,3,NA,NA
Israel,Key Accounts,Heated Tobacco,Premium,5,NA,NA
Israel,Key Accounts,Heated Tobacco,Value,3,NA,NA
Israel,Key Accounts,Oral Nicotine,Core,1,NA,NA
Israel,Key Accounts,Oral Nicotine,Value,1,NA,NA
Israel,Retail,Cigarettes,Value,6,NA,NA
Israel,Retail,Heated Tobacco,Core,2,NA,NA
Israel,Retail,Heated Tobacco,Premium,4,NA,NA
Israel,Retail,Heated Tobacco,Value,3,NA,NA
Israel,Retail,Oral Nicotine,Premium,4,NA,NA
Israel,Retail,Oral Nicotine,Value,3,NA,NA
Italy,E-Commerce,Heated Tobacco,Core,4,NA,NA
Italy,E-Commerce,Oral Nicotine,Core,8,NA,NA
Italy,E-Commerce,Oral Nicotine,Value,6,NA,NA
Jamaica,E-Commerce,Cigarettes,Value,1,NA,NA
Jamaica,E-Commerce,Oral Nicotine,Core,2,NA,NA
Jamaica,E-Commerce,Oral Nicotine,Premium,1,NA,NA
Jamaica,E-Commerce,Oral Nicotine,Value,1,NA,NA
Jamaica,Key Accounts,Cigarettes,Core,2,NA,NA
Jamaica,Key Accounts,Cigarettes,Premium,2,NA,NA
Jamaica,Key Accounts,Cigarettes,Value,3,NA,NA
Jamaica,Key Accounts,Heated Tobacco,Premium,1,NA,NA
Jamaica,Key Accounts,Heated Tobacco,Value,2,NA,NA
Jamaica,Key Accounts,Oral Nicotine,Core,1,NA,NA
Jamaica,Key Accounts,Oral Nicotine,Premium,1,NA,NA
Jamaica,Key Accounts,Oral Nicotine,Value,2,NA,NA
Jamaica,Retail,Cigarettes,Core,3,NA,NA
Jamaica,Retail,Cigarettes,Premium,1,NA,NA
Jamaica,Retail,Cigarettes,Value,3,NA,NA
Jamaica,Retail,Heated Tobacco,Premium,1,NA,NA
Jamaica,Retail,Oral Nicotine,Core,2,NA,NA
Jamaica,Retail,Oral Nicotine,Value,1,NA,NA
Japan,E-Commerce,Cigarettes,Core,6,NA,NA
Japan,E-Commerce,Cigarettes,Premium,8,NA,NA
Japan,E-Commerce,Cigarettes,Value,5,NA,NA
Japan,E-Commerce,Heated Tobacco,Core,6,NA,NA
Japan,E-Commerce,Heated Tobacco,Premium,1,NA,NA
Japan,E-Commerce,Heated Tobacco,Value,2,NA,NA
Japan,E-Commerce,Oral Nicotine,Core,1,NA,NA
Japan,E-Commerce,Oral Nicotine,Premium,2,NA,NA
Japan,E-Commerce,Oral Nicotine,Value,3,NA,NA
Japan,Key Accounts,Cigarettes,Premium,9,NA,NA
Japan,Key Accounts,Cigarettes,Value,9,NA,NA
Japan,Key Accounts,Heated Tobacco,Core,5,NA,NA
