operating_country,channel_name,pmi_product_family,brand_tier,wholesaler_tier,weeks,shipments_units,avg_price_realization,avg_list_price,avg_net_price,avg_leakage_per_unit
Thailand,Retail,Cigarettes,Core,T2,23,121,14.06532899,835.6279643,501.1142405,334.5137238
Dominican Republic,Retail,Oral Nicotine,Core,T2,20,99,14.09400911,2454.4156,1750.983333,703.4322667
Indonesia,Key Accounts,Heated Tobacco,Premium,T1,17,69,14.20007387,2169.577817,1868.450827,301.1269905
Brazil,E-Commerce,Heated Tobacco,Core,T3,15,101,14.39172252,1945.867045,1891.381968,54.48507744
Turkey,Retail,Oral Nicotine,Core,T2,36,103,14.39999988,6443.244043,2577.297614,3865.946429
New Zealand,Retail,Oral Nicotine,Premium,T2,17,57,14.55825637,3094.875,2690.819444,404.0555556
United Kingdom,E-Commerce,Oral Nicotine,Value,T3,17,77,14.60000124,2922.6238,2732.0334,190.5904
Brazil,E-Commerce,Oral Nicotine,Core,T3,16,72,14.77053815,1494.320157,1432.909443,61.41071429
New Zealand,Retail,Heated Tobacco,Core,T2,18,62,14.80000112,3026.1249,2614.2083,411.9166
Vietnam,Retail,Cigarettes,Premium,T2,18,75,14.93999377,948.8611955,787.5545545,161.3066409
Cuba,Key Accounts,Heated Tobacco,Premium,T1,15,63,14.98019357,1997.177723,1993.86669,3.311033333
Dominican Republic,Retail,Heated Tobacco,Value,T2,20,75,14.98399651,2409.7936,1751.8718,657.9218
Colombia,Retail,Heated Tobacco,Value,T2,15,55,14.99022216,1348.39599,1347.461951,0.934038095
Philippines,Key Accounts,Cigarettes,Core,T1,25,114,14.99340875,1076.976218,743.4134714,333.562747
Algeria,Retail,Cigarettes,Core,T2,15,65,15,425.6653498,425.6653498,0
Austria,Key Accounts,Cigarettes,Value,T1,15,69,15,621.2469406,621.2469406,0
Canada,E-Commerce,Cigarettes,Core,T3,15,46,15,766.547681,766.547681,0
Colombia,E-Commerce,Cigarettes,Value,T3,15,59,15,314.8828494,314.8828494,0
Democratic Republic of the Congo,E-Commerce,Cigarettes,Value,T3,15,51,15,1373.222222,1373.222222,0
Egypt,E-Commerce,Cigarettes,Premium,T3,15,51,15,1059.3667,1059.3667,0
Egypt,Retail,Heated Tobacco,Premium,T2,15,25,15,3160.500033,3160.500033,0
El Salvador,Key Accounts,Oral Nicotine,Value,T1,15,42,15,2061.116617,2061.116617,0
Iran,Retail,Oral Nicotine,Premium,T2,15,31,15,2679.250033,2679.250033,0
Iran,Retail,Oral Nicotine,Value,T2,15,50,15,2023.250033,2023.250033,0
Iraq,E-Commerce,Cigarettes,Core,T3,15,40,15,354.7618762,354.7618762,0
Iraq,Key Accounts,Cigarettes,Premium,T1,15,56,15,240.5138639,240.5138639,0
Morocco,Retail,Heated Tobacco,Core,T2,15,30,15,2062.6,2062.6,0
Nicaragua,E-Commerce,Cigarettes,Core,T3,15,58,15,279.8880771,279.8880771,0
Nicaragua,E-Commerce,Cigarettes,Premium,T3,15,71,15,218.8647492,218.8647492,0
Nicaragua,Retail,Oral Nicotine,Core,T2,15,63,15,768.208275,768.208275,0
Nicaragua,Retail,Oral Nicotine,Value,T2,15,77,15,1621.767355,1621.767355,0
Poland,Retail,Cigarettes,Core,T2,15,49,15,516.4761905,516.4761905,0
Saudi Arabia,E-Commerce,Cigarettes,Premium,T3,15,41,15,612.6666083,612.6666083,0
Singapore,Retail,Cigarettes,Value,T2,15,51,15,693.8332667,693.8332667,0
South Africa,Key Accounts,Heated Tobacco,Core,T1,15,36,15,3029.5,3029.5,0
South Africa,Retail,Heated Tobacco,Core,T2,15,45,15,3400.000013,3400.000013,0
Italy,Retail,Oral Nicotine,Core,T2,19,86,15.00000033,3577.8393,3004.4643,573.375
Honduras,E-Commerce,Cigarettes,Value,T3,25,130,15.00000345,1015.300236,609.180191,406.1200455
New Zealand,Key Accounts,Oral Nicotine,Core,T1,19,70,15.02495467,3766.8528,3086.325,680.5278
Turkey,E-Commerce,Cigarettes,Core,T3,38,90,15.19999973,1346.437508,538.5750083,807.8625
Honduras,Retail,Oral Nicotine,Premium,T2,26,93,15.29999924,2789.503833,1587.988167,1201.515667
Turkey,Retail,Heated Tobacco,Core,T2,39,98,15.60000017,7125.598225,2850.239325,4275.3589
Panama,Retail,Cigarettes,Core,T2,26,149,15.60000109,508.5255249,305.1153468,203.4101781
New Zealand,E-Commerce,Cigarettes,Core,T3,19,84,15.60000205,554.2758,471.4286,82.8472
Turkey,E-Commerce,Cigarettes,Premium,T3,39,122,15.6000031,1898.482271,759.3929857,1139.089286
Mexico,E-Commerce,Oral Nicotine,Premium,T3,21,102,15.61096765,1835.49272,1415.51782,419.9749
El Salvador,Key Accounts,Oral Nicotine,Core,T1,16,79,15.83643186,1373.188033,1353.208867,19.97916667
Guatemala,Retail,Heated Tobacco,Premium,T2,16,70,15.98600057,1711.9117,1709.9375,1.9742
Netherlands,Retail,Cigarettes,Value,T2,32,210,15.99999395,1780.192485,890.0961206,890.096364
Angola,Retail,Cigarettes,Core,T2,16,45,16,955.9166667,955.9166667,0
Bangladesh,Retail,Cigarettes,Core,T2,16,90,16,393.698825,393.698825,0
Belgium,Retail,Cigarettes,Premium,T2,16,82,16,1631.286095,1631.286095,0
Cuba,Key Accounts,Oral Nicotine,Value,T1,16,82,16,1633.77608,1633.77608,0
Egypt,E-Commerce,Cigarettes,Value,T3,16,53,16,481.6833333,481.6833333,0
Guatemala,Retail,Oral Nicotine,Value,T2,16,71,16,2039.6897,2039.6897,0
Iran,E-Commerce,Cigarettes,Premium,T3,16,52,16,551.8987762,551.8987762,0
Iraq,E-Commerce,Cigarettes,Value,T3,16,41,16,688.0119048,688.0119048,0
Saudi Arabia,Retail,Heated Tobacco,Premium,T2,16,51,16,2932.868182,2932.868182,0
Ukraine,Retail,Heated Tobacco,Premium,T2,16,52,16,2531.025,2531.025,0
Ukraine,Retail,Heated Tobacco,Value,T2,16,40,16,3165.625025,3165.625025,0
Nicaragua,Retail,Oral Nicotine,Premium,T2,17,73,16.00000037,2851.619862,2543.161662,308.4582
Turkey,Retail,Heated Tobacco,Premium,T2,40,88,16.00000045,5339.2917,2135.7167,3203.575
Philippines,Retail,Oral Nicotine,Premium,T2,23,120,16.25000124,3141.510257,2032.019506,1109.490751
France,E-Commerce,Oral Nicotine,Premium,T3,18,110,16.37393074,2347.556397,2037.423279,310.1331181
New Zealand,Retail,Oral Nicotine,Core,T2,20,72,16.39999954,3086.027863,2617.6667,468.3611625
New Zealand,Retail,Heated Tobacco,Value,T2,21,84,16.40000005,2370.270883,1768.624983,601.6459
Brazil,E-Commerce,Oral Nicotine,Premium,T3,20,84,16.53066071,2341.981538,1992.797637,349.1839
Spain,Key Accounts,Oral Nicotine,Value,T1,17,69,16.62449371,2021.690416,1949.727916,71.9625
Germany,E-Commerce,Oral Nicotine,Value,T3,18,64,16.70000044,3969.090233,3601.166633,367.9236
Germany,E-Commerce,Oral Nicotine,Premium,T3,19,69,16.70000062,3039.1171,2476.739,562.3781
Germany,E-Commerce,Heated Tobacco,Premium,T3,17,76,16.75588235,2536.891186,2516.141186,20.75
Dominican Republic,Retail,Oral Nicotine,Premium,T2,26,97,16.79552295,3239.21765,1944.690075,1294.527575
Honduras,E-Commerce,Cigarettes,Premium,T3,28,127,16.80000521,594.3741,356.6246167,237.7494833
Colombia,Retail,Oral Nicotine,Value,T2,17,74,16.81237313,1768.313125,1675.813075,92.50005
United Kingdom,E-Commerce,Heated Tobacco,Premium,T3,18,84,16.82279824,2757.066695,2535.258395,221.8083
Argentina,Retail,Cigarettes,Value,T2,30,158,16.89282708,1165.950249,688.4769386,477.4733108
Nicaragua,Retail,Heated Tobacco,Core,T2,17,64,16.98489084,2065.937338,2063.474987,2.46235
Austria,Key Accounts,Cigarettes,Core,T1,17,66,17,1043.083325,1043.083325,0
Austria,Key Accounts,Cigarettes,Premium,T1,17,57,17,1207.783433,1207.783433,0
Democratic Republic of the Congo,Key Accounts,Cigarettes,Premium,T1,17,55,17,405.1892857,405.1892857,0
Egypt,Retail,Heated Tobacco,Value,T2,17,41,17,2668.291667,2668.291667,0
Guatemala,Key Accounts,Cigarettes,Core,T1,17,88,17,769.8559168,769.8559168,0
Iran,E-Commerce,Cigarettes,Core,T3,17,67,17,1057.614314,1057.614314,0
Russia,E-Commerce,Cigarettes,Value,T3,17,47,17,635.4167,635.4167,0
Russia,Key Accounts,Cigarettes,Premium,T1,17,64,17,435.4583583,435.4583583,0
Dominican Republic,Retail,Heated Tobacco,Premium,T2,22,81,17.08648551,2195.49228,1726.49512,468.99716
Spain,Key Accounts,Heated Tobacco,Premium,T1,18,96,17.2372511,3414.056394,3233.364964,180.6914308
Brazil,E-Commerce,Heated Tobacco,Value,T3,21,81,17.3820014,2512.3755,2117.7279,394.6476
France,E-Commerce,Heated Tobacco,Premium,T3,21,97,17.51882867,4719.648429,3810.174232,909.4741961
Dominican Republic,Retail,Heated Tobacco,Core,T2,24,83,17.68450232,3027.789186,2299.677829,728.1113571
Dominican Republic,Retail,Oral Nicotine,Value,T2,26,108,17.79999271,2381.560411,1658.008118,723.5522929
New Zealand,Retail,Oral Nicotine,Value,T2,23,82,17.7999993,4809.027883,3874.75,934.2778833
Indonesia,Key Accounts,Heated Tobacco,Core,T1,22,103,17.82870206,3479.725158,2927.201658,552.5235005
Spain,Retail,Oral Nicotine,Value,T2,19,83,17.84720889,2983.420083,2775.961817,207.4582667
United Kingdom,E-Commerce,Heated Tobacco,Core,T3,18,72,17.89999992,4042.740929,4017.963129,24.7778
Brazil,Key Accounts,Heated Tobacco,Premium,T1,22,106,17.91211748,3346.578166,2719.639434,626.9387316
Indonesia,Key Accounts,Oral Nicotine,Premium,T1,23,99,17.94955363,5072.426265,3761.827495,1310.59877
Spain,Retail,Oral Nicotine,Premium,T2,20,80,17.95395421,3979.416725,3146.983325,832.4334
Netherlands,Retail,Cigarettes,Premium,T2,36,181,17.99999408,1883.476134,941.7379383,941.7381958
Chile,Retail,Cigarettes,Value,T2,18,66,18,639.838,639.838,0
Colombia,Key Accounts,Cigarettes,Core,T1,18,74,18,422.8214,422.8214,0
Cuba,Key Accounts,Oral Nicotine,Core,T1,18,71,18,1931.415433,1931.415433,0
Democratic Republic of the Congo,Retail,Heated Tobacco,Value,T2,18,67,18,3352.6667,3352.6667,0
Iraq,Key Accounts,Cigarettes,Core,T1,18,48,18,1115.850033,1115.850033,0
Japan,Retail,Cigarettes,Core,T2,19,93,18,509.8532208,480.8532208,29
Morocco,E-Commerce,Cigarettes,Core,T3,18,56,18,883.2499333,883.2499333,0
Morocco,E-Commerce,Cigarettes,Premium,T3,18,56,18,846.1634365,846.1634365,0
Poland,Retail,Cigarettes,Premium,T2,18,59,18,573.6416292,573.6416292,0
Russia,Key Accounts,Cigarettes,Core,T1,18,48,18,533.2167,533.2167,0
Honduras,Key Accounts,Cigarettes,Core,T1,30,147,18.00000929,1425.336556,855.2018178,570.1347381
Panama,Retail,Cigarettes,Value,T2,30,107,18.00001205,637.7161768,382.6298804,255.0862964
Dominican Republic,Key Accounts,Cigarettes,Core,T1,23,105,18.39999809,921.9074547,737.5259297,184.3815249
Italy,Key Accounts,Heated Tobacco,Core,T1,24,110,18.40000035,4957.337263,3612.516583,1344.82068
India,E-Commerce,Oral Nicotine,Core,T3,19,91,18.5,2731.311991,2463.311991,268
Brazil,E-Commerce,Oral Nicotine,Value,T3,22,95,18.5880253,2649.921819,2277.615569,372.30625
Spain,Key Accounts,Heated Tobacco,Value,T1,20,84,18.84271053,3112.307183,2913.8666,198.4405833
Indonesia,Key Accounts,Oral Nicotine,Value,T1,25,91,18.90984962,3192.354658,2348.388821,843.9658375
Cuba,Retail,Heated Tobacco,Premium,T2,19,83,18.98637326,1912.31931,1910.85945,1.45986
El Salvador,Retail,Heated Tobacco,Premium,T2,19,77,18.98800007,2765.376406,2763.147306,2.2291
Algeria,Retail,Cigarettes,Value,T2,19,61,19,682.39998,682.39998,0
Canada,Key Accounts,Cigarettes,Premium,T1,19,52,19,809.874975,809.874975,0
Colombia,Key Accounts,Cigarettes,Value,T1,19,70,19,372.3528375,372.3528375,0
Cuba,Retail,Oral Nicotine,Value,T2,19,83,19,2361.428826,2361.428826,0
Democratic Republic of the Congo,Key Accounts,Cigarettes,Value,T1,19,45,19,989.5,989.5,0
Morocco,E-Commerce,Cigarettes,Value,T3,19,66,19,730.0595238,730.0595238,0
Morocco,Key Accounts,Cigarettes,Premium,T1,19,63,19,747.5930128,747.5930128,0
Nicaragua,Key Accounts,Oral Nicotine,Core,T1,19,76,19,2078.464716,2078.464716,0
Poland,Key Accounts,Cigarettes,Core,T1,19,42,19,599.2083333,599.2083333,0
Saudi Arabia,Key Accounts,Cigarettes,Core,T1,19,72,19,1147.438906,1147.438906,0
South Africa,E-Commerce,Cigarettes,Premium,T3,19,64,19,1466.236908,1466.236908,0
South Africa,E-Commerce,Cigarettes,Value,T3,19,63,19,1340.241667,1340.241667,0
South Africa,Key Accounts,Cigarettes,Value,T1,19,39,19,1019.25,1019.25,0
Philippines,Key Accounts,Cigarettes,Value,T1,31,148,19.06294595,1326.892437,917.3496175,409.5428194
Vietnam,Retail,Cigarettes,Core,T2,23,86,19.08998683,1291.823523,1072.213414,219.6101086
Nigeria,Retail,Cigarettes,Core,T2,64,207,19.20000113,2936.897334,881.0692218,2055.828112
Panama,Retail,Cigarettes,Premium,T2,32,156,19.20000893,1376.524474,825.9148088,550.6096648
Argentina,Retail,Cigarettes,Premium,T2,33,209,19.27732072,758.6251768,444.1166698,314.508507
United Kingdom,E-Commerce,Heated Tobacco,Value,T3,20,60,19.29999948,3693.805423,3346.157223,347.6482
Mexico,E-Commerce,Oral Nicotine,Value,T3,25,117,19.31619791,3685.139917,2903.911928,781.2279889
China,E-Commerce,Oral Nicotine,Value,T3,21,92,19.59999995,4368.1715,3921.6783,446.4932
Turkey,E-Commerce,Cigarettes,Value,T3,49,152,19.60000092,2388.210342,955.284152,1432.92619
Philippines,Retail,Oral Nicotine,Value,T2,29,144,19.66392451,4688.914764,2803.106936,1885.807827
Philippines,Retail,Heated Tobacco,Value,T2,29,133,19.67692359,6135.089969,4215.342871,1919.747098
Spain,Retail,Heated Tobacco,Premium,T2,21,95,19.81487992,3921.793004,3678.503557,243.2894471
New Zealand,Key Accounts,Cigarettes,Core,T1,24,105,19.85096237,665.4138917,594.4805667,70.933325
Nicaragua,Retail,Heated Tobacco,Value,T2,20,92,19.98518546,2610.572557,2608.440495,2.132061429
Cuba,Key Accounts,Heated Tobacco,Value,T1,20,80,19.9878821,2453.576017,2452.000017,1.576
Guatemala,Retail,Heated Tobacco,Core,T2,20,83,19.99204073,2001.096187,2000.06068,1.035506667
Netherlands,Retail,Cigarettes,Core,T2,40,192,19.99999458,1414.328262,707.1640952,707.1641673
Canada,Key Accounts,Cigarettes,Value,T1,20,60,20,1293.86513,1293.86513,0
Cuba,E-Commerce,Cigarettes,Core,T3,20,92,20,297.2107429,297.2107429,0
Cuba,Retail,Oral Nicotine,Premium,T2,20,71,20,2076.165124,2076.165124,0
Egypt,Key Accounts,Cigarettes,Premium,T1,20,70,20,709.2916583,709.2916583,0
Egypt,Key Accounts,Cigarettes,Value,T1,20,58,20,1119.095238,1119.095238,0
Dominican Republic,Key Accounts,Cigarettes,Premium,T1,25,110,20.00000152,1231.603222,985.2825222,246.3207
Germany,E-Commerce,Heated Tobacco,Value,T3,21,95,20.29591989,3257.679556,3105.014951,152.6646048
Germany,E-Commerce,Heated Tobacco,Core,T3,21,121,20.31731357,3420.613118,3231.471781,189.1413375
Japan,Retail,Cigarettes,Premium,T2,21,89,20.5,891.2334533,878.90012,12.33333333
Guatemala,Retail,Oral Nicotine,Core,T2,21,68,20.60000009,2094.7461,1966.8607,127.8854
Germany,E-Commerce,Oral Nicotine,Core,T3,24,86,20.65000188,5321.94543,3830.90718,1491.03825
Guatemala,Retail,Oral Nicotine,Premium,T2,21,74,20.8,2369.065525,2298.065525,71
Dominican Republic,E-Commerce,Cigarettes,Core,T3,26,104,20.80001656,444.3034036,355.4429679,88.86043571
Indonesia,E-Commerce,Cigarettes,Core,T3,30,168,20.91372553,1674.094126,1303.510803,370.5833227
Mexico,E-Commerce,Heated Tobacco,Value,T3,21,86,20.98419688,1893.972725,1891.7691,2.203625
Guatemala,Retail,Heated Tobacco,Value,T2,21,80,20.98773452,2296.733157,2295.106314,1.626842857
Egypt,E-Commerce,Cigarettes,Core,T3,21,44,21,878.75,878.75,0
El Salvador,E-Commerce,Cigarettes,Core,T3,21,81,21,356.4261571,356.4261571,0
Guatemala,Key Accounts,Cigarettes,Value,T1,21,101,21,562.6450975,562.6450975,0
India,E-Commerce,Heated Tobacco,Core,T3,21,92,21,3126.3914,3126.3914,0
India,E-Commerce,Oral Nicotine,Premium,T3,21,90,21,3708.488133,3708.488133,0
Iran,Retail,Heated Tobacco,Core,T2,21,75,21,4359.106029,4359.106029,0
Iran,Retail,Heated Tobacco,Value,T2,21,47,21,2362.723838,2362.723838,0
Iraq,Key Accounts,Cigarettes,Value,T1,21,82,21,1275.2291,1275.2291,0
Russia,Key Accounts,Cigarettes,Value,T1,21,60,21,951.5118429,951.5118429,0
Saudi Arabia,Key Accounts,Cigarettes,Value,T1,21,61,21,1587.258308,1587.258308,0
Saudi Arabia,Retail,Cigarettes,Premium,T2,21,46,21,733.9856857,733.9856857,0
Ukraine,Key Accounts,Cigarettes,Value,T1,21,83,21,1046.799589,1046.799589,0
Italy,Retail,Oral Nicotine,Premium,T2,26,123,21.19399766,4755.283333,3508.833333,1246.45
Nigeria,Retail,Cigarettes,Premium,T2,71,300,21.30000039,3157.858906,947.3577249,2210.501181
Nigeria,Retail,Cigarettes,Value,T2,71,243,21.30000088,2846.905807,854.0717881,1992.834018
Italy,Retail,Heated Tobacco,Value,T2,26,96,21.34952566,4548.046686,3859.624436,688.42225
India,E-Commerce,Oral Nicotine,Value,T3,22,71,21.5,2835.77,2761.77,74
Japan,Retail,Cigarettes,Value,T2,22,128,21.5,859.0520428,851.3377428,7.7143
Dominican Republic,E-Commerce,Cigarettes,Premium,T3,27,127,21.59998512,755.2390924,604.1912857,151.0478067
Australia,E-Commerce,Heated Tobacco,Core,T3,25,132,21.85409473,4335.573782,3729.13814,606.4356414
Germany,Key Accounts,Oral Nicotine,Core,T1,24,98,21.89999876,4218.25438,3595.38618,622.8682
Italy,Retail,Oral Nicotine,Value,T2,26,111,21.98530533,3578.488071,2908.488071,670
Cuba,Retail,Heated Tobacco,Value,T2,22,105,21.98613948,2486.501137,2484.482599,2.018538312
Turkey,Key Accounts,Cigarettes,Premium,T1,55,188,21.99999762,2707.089184,1082.835612,1624.253572
Canada,Key Accounts,Cigarettes,Core,T1,22,55,22,1382.033367,1382.033367,0
China,E-Commerce,Heated Tobacco,Premium,T3,22,107,22,3442.084082,3442.084082,0
Colombia,Retail,Cigarettes,Core,T2,22,93,22,306.0379879,306.0379879,0
Cuba,E-Commerce,Cigarettes,Value,T3,22,113,22,506.1201425,506.1201425,0
Cuba,Retail,Oral Nicotine,Core,T2,22,105,22,2383.065331,2383.065331,0
India,E-Commerce,Heated Tobacco,Premium,T3,23,124,22,3196.5259,3023.5259,173
Ukraine,Key Accounts,Cigarettes,Core,T1,22,72,22,561.0083467,561.0083467,0
New Zealand,Retail,Heated Tobacco,Premium,T2,28,108,22.02175233,3871.015382,2885.519716,985.4956667
United Kingdom,Key Accounts,Oral Nicotine,Value,T1,24,103,22.02938444,4080.479912,3738.564275,341.9156365
China,E-Commerce,Oral Nicotine,Premium,T3,23,109,22.09999993,6324.524905,5833.882005,490.6429
United Kingdom,Retail,Oral Nicotine,Premium,T2,28,108,22.23114744,6400.083333,5760.538833,639.5445
Philippines,Retail,Oral Nicotine,Core,T2,32,150,22.61809436,4418.86397,2896.89991,1521.96406
Germany,Key Accounts,Heated Tobacco,Value,T1,23,146,22.66795471,3925.431681,3863.867193,61.56448791
China,E-Commerce,Heated Tobacco,Value,T3,23,90,23,4980.342786,4980.342786,0
Egypt,Key Accounts,Cigarettes,Core,T1,23,71,23,588.25002,588.25002,0
Iran,Retail,Heated Tobacco,Premium,T2,23,67,23,3996.516667,3996.516667,0
Morocco,Key Accounts,Cigarettes,Core,T1,23,55,23,1136.427381,1136.427381,0
South Africa,Key Accounts,Cigarettes,Core,T1,23,78,23,811.0749417,811.0749417,0
Italy,Key Accounts,Heated Tobacco,Premium,T1,31,124,23.09172022,6208.994198,4536.636413,1672.357785
Australia,E-Commerce,Oral Nicotine,Value,T3,27,106,23.1465054,4566.778982,3945.016695,621.7622867
El Salvador,Retail,Oral Nicotine,Value,T2,24,92,23.2,3285.065517,3045.290517,239.775
Spain,Retail,Oral Nicotine,Core,T2,25,94,23.3318999,5075.092174,4682.717992,392.3741814
Australia,E-Commerce,Oral Nicotine,Premium,T3,27,105,23.39999675,4754.264515,4120.80782,633.456695
Brazil,Key Accounts,Oral Nicotine,Premium,T1,27,122,23.40946421,5192.539724,4497.41359,695.1261333
India,E-Commerce,Heated Tobacco,Value,T3,24,133,23.5,5560.256356,5371.256356,189
Mexico,E-Commerce,Oral Nicotine,Core,T3,31,124,23.52493743,3151.898812,2484.721424,667.1773881
Australia,E-Commerce,Heated Tobacco,Value,T3,28,141,23.75679543,4745.480566,4071.263062,674.2175038
Brazil,Key Accounts,Heated Tobacco,Core,T1,27,128,23.83601583,2676.448593,2527.844055,148.6045383
Italy,E-Commerce,Cigarettes,Premium,T3,28,121,23.861127,900.9494217,714.2727704,186.6766513
New Zealand,Key Accounts,Cigarettes,Premium,T1,30,126,23.96124658,861.7025162,682.8905248,178.8119914
Mexico,Key Accounts,Heated Tobacco,Premium,T1,24,104,23.98084981,2802.373767,2799.448367,2.9254
El Salvador,Retail,Heated Tobacco,Value,T2,24,96,23.98477936,3482.9045,3480.65475,2.24975
El Salvador,Retail,Heated Tobacco,Core,T2,24,97,23.99400009,2471.021375,2470.115575,0.9058
Austria,Retail,Cigarettes,Value,T2,24,119,24,1031.543699,1031.543699,0
China,E-Commerce,Heated Tobacco,Core,T3,24,120,24,4133.779898,4133.779898,0
El Salvador,E-Commerce,Cigarettes,Premium,T3,24,96,24,847.4560381,847.4560381,0
Guatemala,Key Accounts,Cigarettes,Premium,T1,24,113,24,684.4132943,684.4132943,0
India,Key Accounts,Heated Tobacco,Core,T1,24,98,24,4218.763108,4218.763108,0
Morocco,Key Accounts,Cigarettes,Value,T1,24,62,24,1209.8333,1209.8333,0
South Africa,Key Accounts,Cigarettes,Premium,T1,24,69,24,602.4083183,602.4083183,0
United Kingdom,Key Accounts,Oral Nicotine,Premium,T1,27,119,24.25671279,4781.725318,4633.166318,148.559
Italy,Retail,Heated Tobacco,Premium,T2,30,115,24.29244718,4894.982363,3938.666587,956.3157757
Germany,Key Accounts,Oral Nicotine,Value,T1,28,113,24.51159288,4146.711425,3370.560584,776.1508414
United Kingdom,Key Accounts,Heated Tobacco,Value,T1,25,100,24.53975912,3310.232567,3254.232567,56
Indonesia,Key Accounts,Oral Nicotine,Core,T1,35,149,24.74400073,6464.825365,4276.286802,2188.538563
Dominican Republic,Key Accounts,Cigarettes,Value,T1,31,144,24.79998052,910.9406969,728.7523552,182.1883417
Dominican Republic,E-Commerce,Cigarettes,Value,T3,31,188,24.80000081,1085.068443,868.054726,217.0137169
Brazil,Key Accounts,Heated Tobacco,Value,T1,28,108,24.98400025,3007.176729,2735.233971,271.9427571
Poland,Retail,Cigarettes,Value,T2,25,82,25,1377.570829,1377.570829,0
Saudi Arabia,Key Accounts,Cigarettes,Premium,T1,25,73,25,1076.992458,1076.992458,0
Honduras,Retail,Cigarettes,Premium,T2,42,214,25.1999687,1060.4534,636.2718157,424.1815838
Philippines,Retail,Cigarettes,Core,T2,40,245,25.21138381,1113.870749,747.8788424,365.9919068
India,Key Accounts,Heated Tobacco,Value,T1,26,120,25.50000127,6352.358936,6332.692336,19.6666
Spain,Retail,Heated Tobacco,Core,T2,27,96,25.63197452,5035.743234,4860.937834,174.8054
New Zealand,Key Accounts,Cigarettes,Value,T1,31,133,25.72738543,1470.928743,1079.88516,391.0435833
Indonesia,E-Commerce,Cigarettes,Value,T3,39,235,25.82839736,2268.289651,1724.386726,543.9029247
Cuba,Retail,Heated Tobacco,Core,T2,26,101,25.98025836,2779.184994,2776.140467,3.044526667
Brazil,Key Accounts,Oral Nicotine,Core,T1,30,121,25.99999969,3570.3497,2902.4913,667.8584
Cuba,E-Commerce,Cigarettes,Premium,T3,26,124,26,648.9645115,648.9645115,0
India,Key Accounts,Oral Nicotine,Premium,T1,26,111,26,5049.923767,5049.923767,0
Nicaragua,Key Accounts,Cigarettes,Core,T1,26,145,26,816.2716674,816.2716674,0
Saudi Arabia,Retail,Cigarettes,Core,T2,26,108,26,648.8750267,648.8750267,0
Saudi Arabia,Retail,Cigarettes,Value,T2,26,65,26,1710.68254,1710.68254,0
Indonesia,Key Accounts,Heated Tobacco,Value,T1,35,134,26.20961133,5899.726793,4754.921178,1144.805615
Honduras,Retail,Cigarettes,Core,T2,44,272,26.39999867,996.047983,597.6287057,398.4192772
Spain,E-Commerce,Cigarettes,Premium,T3,27,153,26.39999971,948.280259,908.8198317,39.46042727
Turkey,Key Accounts,Cigarettes,Value,T1,66,187,26.39999981,3711.452377,1484.580949,2226.871429
Spain,Retail,Heated Tobacco,Value,T2,28,126,26.68926795,4703.236961,4474.876853,228.3601083
Australia,E-Commerce,Oral Nicotine,Core,T3,32,183,26.73303459,5115.008283,4212.695433,902.3128498
Spain,E-Commerce,Cigarettes,Value,T3,28,147,26.76513428,1378.792302,1289.433676,89.35862582
Turkey,Key Accounts,Cigarettes,Core,T1,67,189,26.80000038,2954.465267,1181.786122,1772.679144
Indonesia,E-Commerce,Cigarettes,Premium,T3,41,176,26.82987857,1562.054822,1115.00449,447.0503329
United Kingdom,Retail,Oral Nicotine,Core,T2,31,115,26.98029881,6038.96014,5711.45308,327.50706
Austria,Retail,Cigarettes,Premium,T2,27,112,27,929.449925,929.449925,0
Colombia,Retail,Cigarettes,Premium,T2,27,170,27,1013.900083,1013.900083,0
India,Key Accounts,Heated Tobacco,Premium,T1,28,101,27.00000063,5967.790791,5859.874191,107.9166
Germany,Key Accounts,Oral Nicotine,Premium,T1,30,127,27.51649437,5455.179539,4703.946763,751.2327755
Indonesia,Retail,Oral Nicotine,Premium,T2,38,183,27.64964278,8928.127689,6094.268962,2833.858727
Italy,E-Commerce,Cigarettes,Core,T3,31,201,27.78312397,1636.276794,1422.489827,213.7869676
Australia,E-Commerce,Heated Tobacco,Premium,T3,32,158,27.8999996,4517.815458,3890.65476,627.1606978
Colombia,Retail,Cigarettes,Value,T2,28,120,28,1124.674087,1124.674087,0
El Salvador,Key Accounts,Cigarettes,Core,T1,28,140,28,1070.944782,1070.944782,0
El Salvador,Retail,Oral Nicotine,Core,T2,29,119,28.21536034,3232.559687,2989.722187,242.8375
Spain,E-Commerce,Cigarettes,Core,T3,29,134,28.30751063,1366.672783,1331.195748,35.47703538
China,E-Commerce,Oral Nicotine,Core,T3,30,133,28.35315278,4629.033405,4125.961971,503.0714333
Philippines,Retail,Cigarettes,Premium,T2,46,244,28.89672716,3237.080798,2269.995132,967.0856654
China,Key Accounts,Heated Tobacco,Core,T1,29,112,29,4342.594471,4342.594471,0
Cuba,Key Accounts,Cigarettes,Core,T1,29,145,29,444.8051225,444.8051225,0
Russia,Retail,Cigarettes,Core,T2,29,107,29,1496.902858,1496.902858,0
Russia,Retail,Cigarettes,Premium,T2,29,95,29,1501.829178,1501.829178,0
Indonesia,Retail,Heated Tobacco,Premium,T2,35,159,29.21760297,7398.803444,6316.429709,1082.373735
