shipment_fact_id,date_week_id,country_id.x,region_id,product_id,wholesaler_id,channel_id,shipment_volume,sell_in_revenue,trade_incentive_pct,contribution_margin_proxy,list_price,net_invoice_price,price_change_flag,price_strategy,incentive_type,incentive_pct,incentive_amount,compliance_flag,product_variant_name,pmi_product_family,pmi_product_category,brand_tier,pack_size,nicotine_format,operating_country,macro_region,channel_name,fiscal_year,fiscal_week,fiscal_quarter,month,week_start_date,week_end_date,wholesaler_name,wholesaler_tier,country_id.y,primary_channel_id,net_unit_price,list_unit_price,discount_rate,trade_spend_amount,price_realization_pct,revenue_net_of_trade
46800,201319,64,3634,OFF-BI-10000773,385,1,2,3,0.8,-5.29,7.5,1.5,0,Premium Hold,Display Allowance,0.8,2.4,0,CIG-VAR-108291,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Retail,2013,19,2,5,2013-05-13,2013-05-19,WH-United States-Retail-2602,T2,64,1,1.5,7.5,0.8,2.4,0.2,0.6000000000000001
46801,201321,64,3634,OFF-BI-10003429,387,3,3,4,0.8,-5.89,6.6667,1.3333,0,Value Drive,Contract Rebate,0.8,3.2,0,CIG-VAR-123653,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Key Accounts,2013,21,2,5,2013-05-27,2013-06-02,WH-United States-Key Accounts-7900,T1,64,3,1.3333,6.6667,0.8,3.2,0.19999400002999984,0.7999999999999998
46802,201322,64,3634,FUR-FU-10003247,385,1,3,25,0.6,-33.36,20.8333,8.3333,0,Value Drive,Price Support,0.6,15,0,ONP-VAR-542243,Oral Nicotine,Nicotine Pouches,Value,Multi-pack,Oral,United States,US,Retail,2013,22,2,6,2013-06-03,2013-06-09,WH-United States-Retail-2602,T2,64,1,8.3333,20.8333,0.6,15,0.3999990399984639,10
46803,201322,64,3634,FUR-FU-10002191,385,1,2,6,0.6,-1.68,7.5,3,0,Value Drive,Price Support,0.6,3.6,0,ONP-VAR-653783,Oral Nicotine,Nicotine Pouches,Value,Multi-pack,Oral,United States,US,Retail,2013,22,2,6,2013-06-03,2013-06-09,WH-United States-Retail-2602,T2,64,1,3,7.5,0.6,3.6,0.4,2.4
46804,201325,64,3634,OFF-BI-10003727,387,3,1,1,0.8,-1.34,5,1,0,Premium Hold,Contract Rebate,0.8,0.8,0,CIG-VAR-706734,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Key Accounts,2013,25,2,6,2013-06-24,2013-06-30,WH-United States-Key Accounts-7900,T1,64,3,1,5,0.8,0.8,0.2,0.19999999999999996
46805,201335,64,3634,OFF-BI-10002609,386,2,3,2,0.8,-3.04,3.3333,0.6667,0,Value Drive,Price Support,0.8,1.6,0,CIG-VAR-107615,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,E-Commerce,2013,35,3,9,2013-09-02,2013-09-08,WH-United States-E-Commerce-5538,T3,64,2,0.6667,3.3333,0.8,1.6,0.2000120001200012,0.3999999999999999
46806,201336,64,3634,TEC-MA-10003230,385,1,3,1363,0.3,-19.47,649.0476,454.3333,0,Value Drive,Price Support,0.3,408.9,0,HTP-VAR-534878,Heated Tobacco,Heat-not-burn,Value,10-pack,Heated,United States,US,Retail,2013,36,3,9,2013-09-09,2013-09-15,WH-United States-Retail-2602,T2,64,1,454.3333,649.0476,0.3,408.9,0.6999999691856191,954.1
46807,201336,64,3634,FUR-BO-10003894,385,1,4,199,0.3,0,71.0714,49.75,0,Premium Hold,Display Allowance,0.3,59.7,0,ONP-VAR-741645,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,United States,US,Retail,2013,36,3,9,2013-09-09,2013-09-15,WH-United States-Retail-2602,T2,64,1,49.75,71.0714,0.3,59.7,0.7000002814071483,139.3
46808,201336,64,3634,OFF-BI-10004236,385,1,3,9,0.8,-14.97,15,3,0,Value Drive,Price Support,0.8,7.2,0,CIG-VAR-182210,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2013,36,3,9,2013-09-09,2013-09-15,WH-United States-Retail-2602,T2,64,1,3,15,0.8,7.2,0.2,1.7999999999999998
46809,201337,64,3634,OFF-BI-10004141,385,1,3,2,0.8,-3.24,3.3333,0.6667,0,Core Maintain,Volume Discount,0.8,1.6,0,CIG-VAR-447835,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2013,37,3,9,2013-09-16,2013-09-22,WH-United States-Retail-2602,T2,64,1,0.6667,3.3333,0.8,1.6,0.2000120001200012,0.3999999999999999
46810,201343,64,3634,FUR-FU-10001196,387,3,7,16,0.6,-12.12,5.7143,2.2857,0,Value Drive,Contract Rebate,0.6,9.6,0,ONP-VAR-786293,Oral Nicotine,Nicotine Pouches,Value,30-pack,Oral,United States,US,Key Accounts,2013,43,4,10,2013-10-28,2013-11-03,WH-United States-Key Accounts-7900,T1,64,3,2.2857,5.7143,0.6,9.6,0.39999650000875,6.4
46811,201346,64,3634,FUR-CH-10004540,387,3,2,48,0.3,-2.06,34.2857,24,0,Contracted,Contract Rebate,0.3,14.4,0,ONP-VAR-376717,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,United States,US,Key Accounts,2013,46,4,11,2013-11-18,2013-11-24,WH-United States-Key Accounts-7900,T1,64,3,24,34.2857,0.3,14.4,0.7000002916667882,33.6
46812,201351,64,3634,OFF-BI-10002012,387,3,5,2,0.8,-2.88,2,0.4,0,Premium Hold,Contract Rebate,0.8,1.6,0,CIG-VAR-924639,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Key Accounts,2013,51,4,12,2013-12-23,2013-12-29,WH-United States-Key Accounts-7900,T1,64,3,0.4,2,0.8,1.6,0.2,0.3999999999999999
46813,201405,64,3634,OFF-BI-10001072,385,1,4,12,0.8,-20.62,15,3,0,Premium Hold,Display Allowance,0.8,9.6,0,CIG-VAR-654423,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Retail,2014,5,1,2,2014-02-03,2014-02-09,WH-United States-Retail-2602,T2,64,1,3,15,0.8,9.6,0.2,2.4000000000000004
46814,201408,64,3634,FUR-TA-10001932,386,2,3,481,0.5,-269.34,320.6667,160.3333,0,Premium Hold,Display Allowance,0.5,240.5,0,ONP-VAR-058413,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,United States,US,E-Commerce,2014,8,1,2,2014-02-24,2014-03-02,WH-United States-E-Commerce-5538,T3,64,2,160.3333,320.6667,0.5,240.5,0.4999998440748603,240.5
46815,201409,64,3634,OFF-BI-10002609,385,1,3,2,0.8,-3.04,3.3333,0.6667,0,Value Drive,Price Support,0.8,1.6,0,CIG-VAR-107615,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Retail,2014,9,1,3,2014-03-03,2014-03-09,WH-United States-Retail-2602,T2,64,1,0.6667,3.3333,0.8,1.6,0.2000120001200012,0.3999999999999999
46816,201417,64,3634,FUR-CH-10002602,385,1,3,317,0.3,-18.12,150.9524,105.6667,0,Core Maintain,Volume Discount,0.3,95.1,0,ONP-VAR-945157,Oral Nicotine,Nicotine Pouches,Core,Multi-pack,Oral,United States,US,Retail,2014,17,2,4,2014-04-28,2014-05-04,WH-United States-Retail-2602,T2,64,1,105.6667,150.9524,0.3,95.1,0.7000001324920968,221.9
46817,201417,64,3634,FUR-FU-10002456,385,1,5,15,0.6,-6.19,7.5,3,0,Core Maintain,Volume Discount,0.6,9,0,ONP-VAR-291703,Oral Nicotine,Nicotine Pouches,Core,Multi-pack,Oral,United States,US,Retail,2014,17,2,4,2014-04-28,2014-05-04,WH-United States-Retail-2602,T2,64,1,3,7.5,0.6,9,0.4,6
46818,201417,64,3634,FUR-FU-10004597,386,2,2,44,0.6,-52.17,55,22,0,Core Maintain,Volume Discount,0.6,26.4,0,ONP-VAR-923086,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,United States,US,E-Commerce,2014,17,2,4,2014-04-28,2014-05-04,WH-United States-E-Commerce-5538,T3,64,2,22,55,0.6,26.4,0.4,17.6
46819,201417,64,3634,OFF-BI-10001628,385,1,5,10,0.8,-18.25,10,2,0,Value Drive,Price Support,0.8,8,0,CIG-VAR-051758,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2014,17,2,4,2014-04-28,2014-05-04,WH-United States-Retail-2602,T2,64,1,2,10,0.8,8,0.2,2
46820,201421,64,3634,FUR-FU-10001918,387,3,1,2,0.6,-0.99,5,2,0,Premium Hold,Contract Rebate,0.6,1.2,0,ONP-VAR-939669,Oral Nicotine,Nicotine Pouches,Premium,20-pack,Oral,United States,US,Key Accounts,2014,21,2,5,2014-05-26,2014-06-01,WH-United States-Key Accounts-7900,T1,64,3,2,5,0.6,1.2,0.4,0.8
46821,201421,64,3634,FUR-FU-10004973,387,3,3,23,0.6,-10.17,19.1667,7.6667,0,Value Drive,Contract Rebate,0.6,13.8,0,ONP-VAR-702173,Oral Nicotine,Nicotine Pouches,Value,20-pack,Oral,United States,US,Key Accounts,2014,21,2,5,2014-05-26,2014-06-01,WH-United States-Key Accounts-7900,T1,64,3,7.6667,19.1667,0.6,13.8,0.40000104347644616,9.2
46822,201421,64,3634,FUR-CH-10000513,385,1,2,182,0.3,-54.6,130,91,0,Premium Hold,Display Allowance,0.3,54.6,0,ONP-VAR-219666,Oral Nicotine,Nicotine Pouches,Premium,30-pack,Oral,United States,US,Retail,2014,21,2,5,2014-05-26,2014-06-01,WH-United States-Retail-2602,T2,64,1,91,130,0.3,54.6,0.7,127.4
46823,201421,64,3634,OFF-BI-10003274,385,1,2,2,0.8,-2.63,5,1,0,Core Maintain,Volume Discount,0.8,1.6,0,CIG-VAR-054235,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2014,21,2,5,2014-05-26,2014-06-01,WH-United States-Retail-2602,T2,64,1,1,5,0.8,1.6,0.2,0.3999999999999999
46824,201424,64,3634,FUR-FU-10002759,386,2,3,24,0.6,-14.39,20,8,0,Core Maintain,Volume Discount,0.6,14.4,0,ONP-VAR-879019,Oral Nicotine,Nicotine Pouches,Core,Multi-pack,Oral,United States,US,E-Commerce,2014,24,2,6,2014-06-16,2014-06-22,WH-United States-E-Commerce-5538,T3,64,2,8,20,0.6,14.4,0.4,9.6
46825,201424,64,3634,FUR-TA-10000688,386,2,1,109,0.5,-71.89,218,109,0,Premium Hold,Display Allowance,0.5,54.5,0,ONP-VAR-269628,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,United States,US,E-Commerce,2014,24,2,6,2014-06-16,2014-06-22,WH-United States-E-Commerce-5538,T3,64,2,109,218,0.5,54.5,0.5,54.5
46826,201425,64,3634,OFF-BI-10000756,387,3,7,6,0.8,-8.9,4.2857,0.8571,0,Contracted,Contract Rebate,0.8,4.8,0,CIG-VAR-134887,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Key Accounts,2014,25,2,6,2014-06-23,2014-06-29,WH-United States-Key Accounts-7900,T1,64,3,0.8571,4.2857,0.8,4.8,0.19999066663555543,1.2000000000000002
46827,201426,64,3634,OFF-BI-10002432,385,1,3,3,0.8,-5.01,5,1,0,Premium Hold,Display Allowance,0.8,2.4,0,CIG-VAR-708726,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Retail,2014,26,2,6,2014-06-30,2014-07-06,WH-United States-Retail-2602,T2,64,1,1,5,0.8,2.4,0.2,0.6000000000000001
46828,201430,64,3634,FUR-FU-10001475,385,1,1,9,0.6,-5.71,22.5,9,0,Core Maintain,Volume Discount,0.6,5.4,0,ONP-VAR-099604,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2014,30,3,7,2014-07-28,2014-08-03,WH-United States-Retail-2602,T2,64,1,9,22.5,0.6,5.4,0.4,3.5999999999999996
46829,201430,64,3634,OFF-BI-10001116,385,1,2,2,0.8,-3.38,5,1,0,Core Maintain,Volume Discount,0.8,1.6,0,CIG-VAR-173425,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2014,30,3,7,2014-07-28,2014-08-03,WH-United States-Retail-2602,T2,64,1,1,5,0.8,1.6,0.2,0.3999999999999999
46830,201430,64,3634,FUR-CH-10004997,385,1,4,526,0.3,-75.19,187.8571,131.5,0,Value Drive,Price Support,0.3,157.8,0,ONP-VAR-328664,Oral Nicotine,Nicotine Pouches,Value,10-pack,Oral,United States,US,Retail,2014,30,3,7,2014-07-28,2014-08-03,WH-United States-Retail-2602,T2,64,1,131.5,187.8571,0.3,157.8,0.7000001596958539,368.2
46831,201434,64,3634,OFF-BI-10002393,385,1,2,2,0.8,-3.9,5,1,0,Premium Hold,Display Allowance,0.8,1.6,0,CIG-VAR-035256,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Retail,2014,34,3,8,2014-08-25,2014-08-31,WH-United States-Retail-2602,T2,64,1,1,5,0.8,1.6,0.2,0.3999999999999999
46832,201435,64,3634,FUR-FU-10000222,385,1,5,65,0.6,-43.85,32.5,13,0,Core Maintain,Volume Discount,0.6,39,0,ONP-VAR-457330,Oral Nicotine,Nicotine Pouches,Core,10-pack,Oral,United States,US,Retail,2014,35,3,9,2014-09-01,2014-09-07,WH-United States-Retail-2602,T2,64,1,13,32.5,0.6,39,0.4,26
46833,201436,64,3634,OFF-AP-10003278,387,3,2,6,0.8,-15.09,15,3,0,Value Drive,Contract Rebate,0.8,4.8,0,CIG-VAR-124184,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Key Accounts,2014,36,3,9,2014-09-08,2014-09-14,WH-United States-Key Accounts-7900,T1,64,3,3,15,0.8,4.8,0.2,1.2000000000000002
46834,201437,64,3634,OFF-BI-10003527,386,2,3,763,0.8,-1143.89,1271.6667,254.3333,0,Premium Hold,Display Allowance,0.8,610.4,0,CIG-VAR-599736,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,E-Commerce,2014,37,3,9,2014-09-15,2014-09-21,WH-United States-E-Commerce-5538,T3,64,2,254.3333,1271.6667,0.8,610.4,0.1999999685452171,152.60000000000002
46835,201439,64,3634,OFF-AP-10000390,385,1,6,73,0.8,-197.58,60.8333,12.1667,0,Premium Hold,Display Allowance,0.8,58.4,0,CIG-VAR-906468,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,Retail,2014,39,3,9,2014-09-29,2014-10-05,WH-United States-Retail-2602,T2,64,1,12.1667,60.8333,0.8,58.4,0.20000065753460688,14.600000000000001
46836,201442,64,3634,OFF-BI-10004224,386,2,1,13,0.8,-23.55,65,13,0,Value Drive,Price Support,0.8,10.4,0,CIG-VAR-457892,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,E-Commerce,2014,42,4,10,2014-10-20,2014-10-26,WH-United States-E-Commerce-5538,T3,64,2,13,65,0.8,10.4,0.2,2.5999999999999996
46837,201442,64,3634,OFF-BI-10000309,386,2,9,27,0.8,-42.46,15,3,0,Value Drive,Price Support,0.8,21.6,0,CIG-VAR-906539,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,E-Commerce,2014,42,4,10,2014-10-20,2014-10-26,WH-United States-E-Commerce-5538,T3,64,2,3,15,0.8,21.6,0.2,5.399999999999999
46838,201443,64,3634,FUR-TA-10003008,385,1,1,91,0.5,-67.54,182,91,0,Premium Hold,Display Allowance,0.5,45.5,0,ONP-VAR-781110,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,United States,US,Retail,2014,43,4,10,2014-10-27,2014-11-02,WH-United States-Retail-2602,T2,64,1,91,182,0.5,45.5,0.5,45.5
46839,201443,64,3634,OFF-AP-10002191,385,1,2,24,0.8,-62.38,60,12,0,Core Maintain,Volume Discount,0.8,19.2,0,CIG-VAR-837364,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2014,43,4,10,2014-10-27,2014-11-02,WH-United States-Retail-2602,T2,64,1,12,60,0.8,19.2,0.2,4.800000000000001
46840,201447,64,3634,FUR-CH-10000422,385,1,2,127,0.3,-25.48,90.7143,63.5,0,Value Drive,Price Support,0.3,38.1,0,ONP-VAR-496931,Oral Nicotine,Nicotine Pouches,Value,10-pack,Oral,United States,US,Retail,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-Retail-2602,T2,64,1,63.5,90.7143,0.3,38.1,0.6999998897637969,88.9
46841,201447,64,3634,FUR-TA-10002533,385,1,3,219,0.5,-131.45,146,73,0,Core Maintain,Volume Discount,0.5,109.5,0,ONP-VAR-210469,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-Retail-2602,T2,64,1,73,146,0.5,109.5,0.5,109.5
46842,201448,64,3634,FUR-FU-10004909,385,1,1,6,0.6,-4.04,15,6,0,Premium Hold,Display Allowance,0.6,3.6,0,ONP-VAR-055998,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,United States,US,Retail,2014,48,4,12,2014-12-01,2014-12-07,WH-United States-Retail-2602,T2,64,1,6,15,0.6,3.6,0.4,2.4
46843,201450,64,3634,OFF-BI-10001120,387,3,5,1890,0.8,-2929.48,1890,378,0,Contracted,Contract Rebate,0.8,1512,0,CIG-VAR-748978,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Key Accounts,2014,50,4,12,2014-12-15,2014-12-21,WH-United States-Key Accounts-7900,T1,64,3,378,1890,0.8,1512,0.2,378
46844,201451,64,3634,FUR-FU-10002963,386,2,1,2,0.6,-1.32,5,2,0,Core Maintain,Volume Discount,0.6,1.2,0,ONP-VAR-886684,Oral Nicotine,Nicotine Pouches,Core,10-pack,Oral,United States,US,E-Commerce,2014,51,4,12,2014-12-22,2014-12-28,WH-United States-E-Commerce-5538,T3,64,2,2,5,0.6,1.2,0.4,0.8
46845,201102,64,3635,OFF-BI-10004094,386,2,2,4,0.8,-5.49,10,2,0,Value Drive,Price Support,0.8,3.2,0,CIG-VAR-957440,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,E-Commerce,2011,2,1,1,2011-01-10,2011-01-16,WH-United States-E-Commerce-5538,T3,64,2,2,10,0.8,3.2,0.2,0.7999999999999998
46846,201107,64,3636,OFF-BI-10001196,385,1,2,9,0.8,-14.77,22.5,4.5,0,Core Maintain,Volume Discount,0.8,7.2,0,CIG-VAR-430756,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2011,7,1,2,2011-02-14,2011-02-20,WH-United States-Retail-2602,T2,64,1,4.5,22.5,0.8,7.2,0.2,1.7999999999999998
46847,201109,64,3637,OFF-BI-10004094,385,1,5,9,0.8,-13.72,9,1.8,0,Value Drive,Price Support,0.8,7.2,0,CIG-VAR-957440,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2011,9,1,2,2011-02-28,2011-03-06,WH-United States-Retail-2602,T2,64,1,1.8,9,0.8,7.2,0.2,1.7999999999999998
46848,201110,64,3638,FUR-CH-10000863,386,2,6,634,0.3,-172.12,150.9524,105.6667,0,Value Drive,Price Support,0.3,190.2,0,ONP-VAR-560069,Oral Nicotine,Nicotine Pouches,Value,30-pack,Oral,United States,US,E-Commerce,2011,10,1,3,2011-03-07,2011-03-13,WH-United States-E-Commerce-5538,T3,64,2,105.6667,150.9524,0.3,190.2,0.7000001324920968,443.8
46849,201123,64,3639,FUR-TA-10001539,385,1,3,355,0.5,-184.84,236.6667,118.3333,0,Core Maintain,Volume Discount,0.5,177.5,0,ONP-VAR-458845,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2011,23,2,6,2011-06-06,2011-06-12,WH-United States-Retail-2602,T2,64,1,118.3333,236.6667,0.5,177.5,0.4999997887324241,177.5
46850,201123,64,3640,FUR-FU-10001475,385,1,7,62,0.6,-40,22.1429,8.8571,0,Core Maintain,Volume Discount,0.6,37.2,0,ONP-VAR-099604,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2011,23,2,6,2011-06-06,2011-06-12,WH-United States-Retail-2602,T2,64,1,8.8571,22.1429,0.6,37.2,0.3999972903278252,24.799999999999997
46851,201124,64,3641,OFF-BI-10003982,387,3,3,12,0.8,-20.56,20,4,0,Value Drive,Contract Rebate,0.8,9.6,0,CIG-VAR-860996,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Key Accounts,2011,24,2,6,2011-06-13,2011-06-19,WH-United States-Key Accounts-7900,T1,64,3,4,20,0.8,9.6,0.2,2.4000000000000004
46852,201124,64,3642,FUR-TA-10002041,385,1,3,269,0.5,-209.77,179.3333,89.6667,0,Core Maintain,Volume Discount,0.5,134.5,0,ONP-VAR-054334,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2011,24,2,6,2011-06-13,2011-06-19,WH-United States-Retail-2602,T2,64,1,89.6667,179.3333,0.5,134.5,0.5000002788104607,134.5
46853,201129,64,3642,OFF-BI-10001098,386,2,7,30,0.8,-46.39,21.4286,4.2857,0,Value Drive,Price Support,0.8,24,0,CIG-VAR-337760,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,E-Commerce,2011,29,3,7,2011-07-18,2011-07-24,WH-United States-E-Commerce-5538,T3,64,2,4.2857,21.4286,0.8,24,0.19999906666791112,6
46854,201137,64,3643,OFF-BI-10001249,385,1,3,4,0.8,-6.51,6.6667,1.3333,0,Value Drive,Price Support,0.8,3.2,0,CIG-VAR-964397,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2011,37,3,9,2011-09-12,2011-09-18,WH-United States-Retail-2602,T2,64,1,1.3333,6.6667,0.8,3.2,0.19999400002999984,0.7999999999999998
46855,201137,64,3643,OFF-BI-10004632,385,1,5,305,0.8,-533.73,305,61,0,Core Maintain,Volume Discount,0.8,244,0,CIG-VAR-562951,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2011,37,3,9,2011-09-12,2011-09-18,WH-United States-Retail-2602,T2,64,1,61,305,0.8,244,0.2,61
46856,201139,64,3644,FUR-TA-10004534,385,1,6,618,0.5,-407.68,206,103,0,Core Maintain,Volume Discount,0.5,309,0,ONP-VAR-346597,Oral Nicotine,Nicotine Pouches,Core,30-pack,Oral,United States,US,Retail,2011,39,3,9,2011-09-26,2011-10-02,WH-United States-Retail-2602,T2,64,1,103,206,0.5,309,0.5,309
46857,201141,64,3645,FUR-CH-10002880,385,1,3,258,0.3,-70.1,122.8571,86,0,Core Maintain,Volume Discount,0.3,77.4,0,ONP-VAR-213376,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2011,41,4,10,2011-10-10,2011-10-16,WH-United States-Retail-2602,T2,64,1,86,122.8571,0.3,77.4,0.7000002441861317,180.6
46858,201147,64,3640,FUR-CH-10002017,385,1,2,37,0.3,-1.07,26.4286,18.5,0,Value Drive,Price Support,0.3,11.1,0,ONP-VAR-548411,Oral Nicotine,Nicotine Pouches,Value,Multi-pack,Oral,United States,US,Retail,2011,47,4,11,2011-11-21,2011-11-27,WH-United States-Retail-2602,T2,64,1,18.5,26.4286,0.3,11.1,0.6999992432440614,25.9
46859,201147,64,3646,FUR-BO-10003546,385,1,6,424,0.3,-30.29,100.9524,70.6667,0,Premium Hold,Display Allowance,0.3,127.2,0,ONP-VAR-456111,Oral Nicotine,Nicotine Pouches,Premium,Multi-pack,Oral,United States,US,Retail,2011,47,4,11,2011-11-21,2011-11-27,WH-United States-Retail-2602,T2,64,1,70.6667,100.9524,0.3,127.2,0.7000001981131703,296.8
46860,201147,64,3646,FUR-FU-10001546,385,1,2,9,0.6,-7.48,11.25,4.5,0,Premium Hold,Display Allowance,0.6,5.4,0,ONP-VAR-669012,Oral Nicotine,Nicotine Pouches,Premium,Multi-pack,Oral,United States,US,Retail,2011,47,4,11,2011-11-21,2011-11-27,WH-United States-Retail-2602,T2,64,1,4.5,11.25,0.6,5.4,0.4,3.5999999999999996
46861,201147,64,3646,FUR-TA-10002533,385,1,4,292,0.5,-175.26,146,73,0,Core Maintain,Volume Discount,0.5,146,0,ONP-VAR-210469,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,Retail,2011,47,4,11,2011-11-21,2011-11-27,WH-United States-Retail-2602,T2,64,1,73,146,0.5,146,0.5,146
46862,201147,64,3646,OFF-BI-10004728,385,1,3,3,0.8,-4.92,5,1,0,Premium Hold,Display Allowance,0.8,2.4,0,CIG-VAR-205341,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Retail,2011,47,4,11,2011-11-21,2011-11-27,WH-United States-Retail-2602,T2,64,1,1,5,0.8,2.4,0.2,0.6000000000000001
46863,201148,64,3647,OFF-BI-10002571,386,2,5,10,0.8,-16.47,10,2,0,Value Drive,Price Support,0.8,8,0,CIG-VAR-863981,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,E-Commerce,2011,48,4,11,2011-11-28,2011-12-04,WH-United States-E-Commerce-5538,T3,64,2,2,10,0.8,8,0.2,2
46864,201153,64,3648,FUR-FU-10001473,385,1,6,33,0.6,-19.77,13.75,5.5,0,Premium Hold,Display Allowance,0.6,19.8,0,ONP-VAR-664494,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,United States,US,Retail,2011,53,5,1,2012-01-02,2012-01-08,WH-United States-Retail-2602,T2,64,1,5.5,13.75,0.6,19.8,0.4,13.2
46865,201153,64,3649,FUR-FU-10002111,386,2,3,9,0.6,-4.8,7.5,3,0,Premium Hold,Display Allowance,0.6,5.4,0,ONP-VAR-125616,Oral Nicotine,Nicotine Pouches,Premium,Multi-pack,Oral,United States,US,E-Commerce,2011,53,5,1,2012-01-02,2012-01-08,WH-United States-E-Commerce-5538,T3,64,2,3,7.5,0.6,5.4,0.4,3.5999999999999996
46866,201203,64,3650,FUR-FU-10002918,386,2,7,255,0.6,-312.06,91.0714,36.4286,0,Premium Hold,Display Allowance,0.6,153,0,ONP-VAR-504609,Oral Nicotine,Nicotine Pouches,Premium,Multi-pack,Oral,United States,US,E-Commerce,2012,3,1,1,2012-01-16,2012-01-22,WH-United States-E-Commerce-5538,T3,64,2,36.4286,91.0714,0.6,153,0.4000004392158241,102
46867,201212,64,3641,FUR-BO-10000362,386,2,3,359,0.3,-35.91,170.9524,119.6667,0,Premium Hold,Display Allowance,0.3,107.7,0,ONP-VAR-029076,Oral Nicotine,Nicotine Pouches,Premium,10-pack,Oral,United States,US,E-Commerce,2012,12,1,3,2012-03-19,2012-03-25,WH-United States-E-Commerce-5538,T3,64,2,119.6667,170.9524,0.3,107.7,0.70000011699163045,251.3
46868,201213,64,3651,FUR-CH-10003298,386,2,4,367,0.3,-110.02,131.0714,91.75,0,Core Maintain,Volume Discount,0.3,110.1,0,ONP-VAR-383074,Oral Nicotine,Nicotine Pouches,Core,20-pack,Oral,United States,US,E-Commerce,2012,13,1,3,2012-03-26,2012-04-01,WH-United States-E-Commerce-5538,T3,64,2,91.75,131.0714,0.3,110.1,0.700000152588589,256.9
46869,201217,64,3642,FUR-CH-10003535,385,1,3,128,0.3,-23.78,60.9524,42.6667,0,Value Drive,Price Support,0.3,38.4,0,ONP-VAR-106760,Oral Nicotine,Nicotine Pouches,Value,Multi-pack,Oral,United States,US,Retail,2012,17,2,4,2012-04-23,2012-04-29,WH-United States-Retail-2602,T2,64,1,42.6667,60.9524,0.3,38.4,0.7000003281248974,89.6
46870,201218,64,3652,FUR-FU-10001940,387,3,7,22,0.6,-8.92,7.8571,3.1429,0,Premium Hold,Contract Rebate,0.6,13.2,0,ONP-VAR-673953,Oral Nicotine,Nicotine Pouches,Premium,30-pack,Oral,United States,US,Key Accounts,2012,18,2,4,2012-04-30,2012-05-06,WH-United States-Key Accounts-7900,T1,64,3,3.1429,7.8571,0.6,13.2,0.40000763640528947,8.8
